"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Alpha Stat",0.25,0.26,-0.36,-0.22,0.14,0.12,0.05,0.26,0.31,0.43,0.49,0.71,0.7,0.7,0.53,0.48,0.64,0.49,0.37,0.57,0.78,0.72,0.6,0.59,0.58,0.58,0.92,0.77,0.83,0.63,0.81,0.61,0.69,0.81,0.76,0.89,1.04,1.02,0.76,0.69,0.8,0.91,0.8,0.72
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.19,1,1.22,1.22,1.05,1.08,1.06,0.98,0.97,1.03,0.97,0.86,0.95,0.96,1.02,1.13,1.06,1.1,1.19,1.29,1.18,1.22,1.21,1.15,1.09,1.11,1.08,1.04,1.03,1.08,1.08,1.01,0.96,0.98,0.95,1.01,0.91,0.85,0.88,0.96,0.88,0.9,0.88,0.95
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",94.33,91.35,92.27,90.81,89.91,88.71,88.46,88.41,88.85,90.35,87.21,83.13,83.93,85.81,88.8,87.75,87.74,87.4,87.43,86.72,86.14,85.61,84.81,85.09,84.03,83.85,72.05,72.6,72.76,79.6,79.24,82.58,83.78,84.26,81.65,78.6,75.54,70.8,78.73,78.77,79.21,80.63,81.74,81.44
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-37.821,-33.1598,-38.6499,-39.5708,-34.9725,-35.8867,-35.0241,-34.0106,-34.5773,-35.7161,-33.9977,-31.7561,-33.2899,-33.3859,-34.9471,-38.3979,-36.3926,-37.5829,-41.6564,-44.176,-41.5818,-42.0095,-42.2777,-40.1921,-38.4267,-38.6425,-35.618,-20.2389,-19.9538,-21.7656,-20.6308,-17.6149,-16.0978,-16.1232,-16.3416,-18.7236,-17.3432,-16.9787,-16.9371,-19.5999,-16.3246,-15.5055,-16.1616,-16.8553
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",0.249099999999999,4.9103,-0.579900000000002,-1.5007,3.0975,2.1834,3.046,4.0594,3.4928,2.354,4.07239999999999,6.314,4.78019999999999,4.6842,3.123,-0.327800000000003,1.67749999999999,0.487199999999994,-3.5863,-6.10590000000001,-3.5117,-3.9395,-4.20760000000001,-2.12200000000001,-0.3566,-1.1486,-2.8856,-3.6118,-3.3267,-5.1385,-4.0037,-0.9878,0.529299999999999,0.503899999999998,0.285399999999999,-2.0965,-0.716100000000001,-0.351600000000001,-0.310000000000002,-2.9728,0.302499999999998,1.1216,0.465499999999999,-0.228200000000001
