"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.14,0.12,-0.04,0.19,0.22,0.28,0.32,0.31,-0.11,-0.17,0.12,0.33,0.83,0.6,0.48,0.4,0.64,0.47,0.45,0.91,1.11,0.57,0.23,0.64,0.69,0.26,0.55,0.72,0.49,0.29,0.88,0.27,1.07,1.14,0.81,0.64,0.7,0.9,0.61,0.41,1,0.75,0.24,0.32
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.31,1.13,1.19,1.06,1.28,1.06,0.93,1.02,1.23,1.19,1.34,1.01,1.08,0.91,1.23,0.99,0.92,1.26,1.12,0.99,1.02,1.12,1.04,1.02,1.19,1.13,1.01,1.14,1.22,1.17,0.98,0.99,0.98,0.91,0.95,0.93,0.98,0.97,0.93,0.92,0.91,0.98,0.96,0.97
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",92.86,91.3,92.07,79.67,87.27,86.14,84.63,87.28,91.18,86.12,85.39,81.34,83.12,76,85.3,83.16,81.31,83.06,87.54,81.45,79.33,80.65,90.5,85.92,84.9,84.23,78.93,65.39,72.97,77.16,67.58,78.03,72.79,76.27,77.72,67.85,74.97,71.95,67.24,73.1,67.62,73.63,80.47,76.39
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-40.1151,-36.5353,-37.7015,-37.05,-40.8471,-33.4898,-31.5026,-34.0778,-41.2636,-41.2398,-44.8409,-36.6969,-36.7516,-34.1796,-41.4285,-35.3137,-32.4061,-41.5459,-39.3009,-35.7125,-37.2035,-38.4196,-37.8377,-36.6621,-43.3117,-39.4927,-30.1606,-23.6852,-21.7217,-19.6283,-19.6271,-20.2559,-18.6425,-19.2812,-19.0473,-19.3095,-18.3395,-17.6068,-19.732,-18.4001,-17.6992,-18.9264,-19.1561,-20.7164
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-2.045,1.5348,0.368499999999997,1.0201,-2.7771,4.58029999999999,6.5675,3.9922,-3.1935,-3.16970000000001,-6.7708,1.3732,1.31849999999999,3.8905,-3.3584,2.7564,5.66399999999999,-3.47580000000001,-1.2308,2.3576,0.866599999999998,-0.349600000000002,0.232399999999998,1.40799999999999,-5.24160000000001,-1.9988,2.5718,-7.0581,-5.0946,-3.0012,-3,-3.6288,-2.0154,-2.6541,-2.4203,-2.6824,-1.7124,-0.979700000000001,-3.1049,-1.773,-1.0721,-2.2993,-2.529,-4.0893
