"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",-0.28,0.01,-0.29,-0.32,-0.03,-0.07,-0.12,-0.17,-0.04,0.28,0.32,0.49,0.34,0.48,0.23,0.29,0.16,0.43,0.89,0.69,1.04,1.12,1,0.71,0.64,0.79,1,0.97,1.11,1.26,1.18,1.37,1.32,1.59,1.9,1.58,1.79,1.74,1.78,1.75,1.4,1.58,1.52,1.79
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.29,-0.27,-0.69,-0.46,-0.3,-0.39,-0.3,-0.32,-0.05,-0.2,0.03,0.23,0.16,0.14,0.25,0.18,0.11,0.36,0.63,0.56,0.86,0.79,0.77,0.46,0.52,0.75,1.01,0.55,0.73,0.7,0.82,0.67,0.89,1.07,0.98,1,1.13,1.15,1.01,1.02,0.99,0.99,0.9,1.08
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.41,1.27,1.37,1.34,1.34,1.32,1.33,1.34,1.2,1.32,1.31,1.26,1.26,1.26,1.25,1.22,1.22,1.18,1.12,1.23,1.15,1.19,1.08,1.13,1.19,1.11,0.98,1.21,1.21,1.18,1.22,1.19,1.13,1.16,1.06,1.04,0.94,0.94,0.99,0.99,1.01,1.01,0.99,1.06
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",87.76,88.29,89.21,87.67,87.5,87.76,87.99,87.48,88.32,86.59,86.83,82.4,85.04,84.99,85.1,84.06,86,85.38,87.82,85.27,84.21,86.48,85.86,84.65,86.04,86.48,72.42,69.91,70.9,69.8,71.35,73.03,72.31,76.85,75.16,74.86,72.79,72.11,74.26,74.29,71.58,72.09,72.47,75.83
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-43.3878,-39.1671,-41.4045,-41.1219,-41.2084,-40.7709,-40.8769,-41.5612,-39.1368,-41.5819,-41.0769,-41.0108,-40.7012,-40.6967,-41.3119,-40.5399,-40.9774,-38.9338,-36.9825,-40.1415,-37.2294,-39.3684,-36.139,-39.7154,-42.1821,-38.8971,-32.1943,-19.518,-19.961,-20.1212,-21.3608,-20.7015,-19.7833,-19.0716,-19.0324,-17.9387,-17.232,-15.9861,-16.7315,-16.8148,-18.0284,-17.9356,-17.8021,-17.3418
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-5.3177,-1.097,-3.3345,-3.0518,-3.1384,-2.7008,-2.8068,-3.4912,-1.0667,-3.5118,-3.00680000000001,-2.94070000000001,-2.6311,-2.6266,-3.2418,-2.46980000000001,-2.90730000000001,-0.863700000000001,1.08759999999999,-2.0714,0.840699999999998,-1.2984,1.93109999999999,-1.64530000000001,-4.112,-1.40320000000001,0.5381,-2.8909,-3.3339,-3.4941,-4.7337,-4.0744,-3.1562,-2.4445,-2.4054,-1.3116,-0.604900000000001,0.640999999999998,-0.104400000000002,-0.187700000000003,-1.4013,-1.3085,-1.175,-0.714700000000001
