"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Alpha Stat",0.36,-0.23,-0.25,0.03,0.31,0.31,0.42,0.32,0.58,0.64,0.83,0.75,0.79,0.71,0.69,0.38,0.2,0.27,0.49,0.52,1.07,0.81,0.67,0.53,0.32,0.65,0.77,0.88,0.95,0.63,0.87,0.45,1.05,0.92,0.64,0.91,0.84,0.99,0.65,1.05,0.99,0.89,0.72,0.74
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.18,1.11,1.19,1.06,1.02,0.98,1,0.96,0.97,0.88,0.82,0.9,0.97,0.97,1.09,1.28,1.32,1.41,1.38,1.26,1.13,1.29,1.23,1.1,1.2,1.21,1.13,1.01,1.02,1.11,1.04,0.98,1.05,0.99,1.01,0.92,0.96,0.96,0.88,0.86,0.87,0.88,0.92,0.91
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",87.75,89.43,91.31,86.9,86.66,86.48,84.62,84.62,85.56,81.31,74.04,79.65,81.16,84.14,86.45,86.02,87.42,85.67,85.27,84.44,80.2,81.56,82.9,80.3,83.53,81.11,69.55,65.65,68.87,75.66,75.51,82.34,78.36,79.35,79.37,70.78,72.53,68.17,81.8,75.04,73.82,75.97,81.6,75.98
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-37.4599,-35.7845,-38.0869,-35.6268,-34.787,-33.9129,-35.1588,-33.2452,-33.7173,-32.2647,-31.4584,-31.6442,-33.1936,-33.2469,-36.1697,-41.7125,-43.5236,-47.4232,-47.7787,-44.5696,-39.0337,-43.76,-42.53,-38.102,-42.3312,-42.7331,-34.8429,-20.2355,-20.1363,-20.5579,-17.3299,-14.7593,-18.9861,-18.8499,-19.3118,-17.1007,-19.4216,-20.1438,-17.9002,-15.0829,-15.4315,-15.7017,-15.1562,-13.8289
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",0.610199999999999,2.2856,-0.0168999999999997,2.44329999999999,3.283,4.1572,2.9113,4.8248,4.35279999999999,5.8054,6.6117,6.4259,4.87649999999999,4.8232,1.9004,-3.6424,-5.45350000000001,-9.3531,-9.7086,-6.4995,-0.963600000000007,-5.69,-4.4599,-0.0319000000000003,-4.26110000000001,-5.2392,-2.1105,-3.6084,-3.5092,-3.9308,-0.7028,1.8678,-2.359,-2.2228,-2.6848,-0.473600000000001,-2.7945,-3.5167,-1.2731,1.5442,1.1956,0.925399999999998,1.4709,2.7982
