"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",-0.13,-0.08,-0.58,-0.01,-0.3,-0.28,-0.53,-0.27,-0.41,0.12,0.12,0.18,0.21,0.62,0.58,0.51,0.75,0.6,0.52,0.91,1.05,0.74,0.7,0.57,0.44,0.78,1,1.59,1.6,1.45,1.46,1.4,1.32,1.49,1.85,1.43,1.55,1.29,1.56,1.46,1.43,0.85,0.7,1.01
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.15,0.18,-0.59,0.04,-0.43,-0.33,-0.58,-0.33,-0.1,0.17,0.54,0.36,0.57,0.79,0.76,0.79,1.06,0.9,0.75,1.41,1.58,0.87,0.95,0.63,0.61,1.41,1.81,1.55,1.63,1.53,1.67,1.08,1.06,1.49,1.55,1.19,1.19,1.14,1.28,1.43,1.36,1.01,1.06,1.18
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.16,0.79,1.07,1.11,1.26,1.05,1.06,1.03,0.87,0.98,0.88,0.86,0.99,0.93,1.04,0.98,0.98,1.06,1.22,1.27,1.25,1.52,1.44,1.46,1.35,1.22,1.27,1.14,1.18,1.33,1.4,1.31,1.2,1.24,1.08,1.08,1.07,0.92,0.89,0.8,0.78,0.74,0.7,0.79
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",74.29,66.06,79.78,84.23,79.22,71.17,67.02,67.75,64.35,70.94,64.1,57.66,57.39,64.3,67.79,65.16,69.22,64.75,70.35,64.88,68.62,72.21,71.54,71.91,74.06,72.97,53.52,49.42,50.02,51.58,51.27,57.37,67.46,60.47,53.79,63.66,64.44,58.48,59.06,54.33,53.41,46.8,46.62,51.2
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-47.288,-30.0392,-46.8047,-38.7997,-47.9015,-44.2009,-47.8163,-38.5587,-37.0117,-34.4473,-33.0323,-35.0724,-39.2109,-34.218,-36.6478,-35.7524,-35.1347,-37.8895,-43.7786,-47.9992,-45.4724,-55.7937,-52.5762,-55.1806,-50.7987,-48.1169,-40.7669,-21.6388,-22.1369,-22.341,-24.6923,-19.2584,-15.5158,-17.5539,-16.2451,-14.2531,-14.559,-14.5523,-13.4203,-14.3523,-14.3011,-16.6552,-16.7682,-16.6876
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-9.2179,8.0309,-8.7347,-0.729600000000005,-9.8315,-6.1308,-9.7462,-0.488700000000001,1.0584,3.6228,5.0378,2.99769999999999,-1.14080000000001,3.85209999999999,1.4223,2.31769999999999,2.93539999999999,0.180599999999998,-5.7085,-9.92910000000001,-7.4023,-17.7237,-14.5061,-17.1105,-12.7286,-10.623,-8.0345,-5.0117,-5.5098,-5.7139,-8.0652,-2.6313,1.1113,-0.9268,0.381899999999998,2.374,2.0681,2.0748,3.2068,2.2748,2.326,-0.028100000000002,-0.141100000000002,-0.0605000000000011
