"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.07,-0.34,0.16,0.16,0.58,0.38,0.36,0.71,0.5,0.93,0.76,0.94,0.61,0.58,0.55,0.4,0.51,0.47,0.49,1.03,0.83,0.93,0.74,0.8,0.44,0.4,0.64,1.25,1.06,0.91,0.9,1.63,1.36,1.42,1.31,1.33,1.73,1.51,1.62,1.49,0.97,1.24,0.81,0.57
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.19,-0.2,-0.14,0.03,0.3,0.23,0.36,0.45,0.45,0.37,0.38,0.57,0.42,0.3,0.44,0.21,0.36,0.36,0.41,0.79,0.71,0.61,0.54,0.43,0.31,0.54,0.75,0.65,0.48,0.36,0.46,0.65,0.62,0.73,0.63,0.8,1.03,1,0.75,0.72,0.62,0.64,0.41,0.36
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.03,0.95,1.13,1.2,0.96,0.97,0.91,0.95,0.96,1.12,1.04,1,1.02,1.08,1.18,1.26,1.16,1.24,1.29,1.18,1.19,1.24,1.14,1.11,1.08,1.09,1.06,1.02,1.06,1.12,1.11,1.03,1.04,1.08,0.99,0.97,0.86,0.88,0.91,0.95,0.91,0.9,0.9,0.94
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",91.82,88.33,93.97,90.39,88.47,89.45,85.79,87.4,87.37,89.53,88.93,86.57,86.52,89.41,89.41,88.09,88.69,86,86.69,85.44,85.89,87.09,86.18,89.03,85.6,83.71,74.56,78.38,83.11,78.01,81.55,83.67,83.55,83.32,79.51,78.94,77.6,72.56,80.1,83.9,80.76,82.44,82.63,80.22
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-33.6584,-34.4941,-36.6876,-39.3692,-33.9377,-33.5789,-32.1438,-32.9403,-33.5244,-36.8748,-35.5845,-33.8675,-35.3202,-37.1687,-40.3907,-43.0885,-39.8429,-41.581,-43.717,-39.9909,-41.3039,-42.4551,-39.2894,-38.5004,-37.6053,-38.9786,-34.3551,-16.889,-17.8048,-20.8762,-20.0907,-17.5434,-18.3163,-18.5425,-19.2071,-16.3487,-16.5205,-16.3898,-16.766,-16.09,-16.4853,-16.1636,-17.2283,-17.8506
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",4.4117,3.57599999999999,1.3824,-1.2991,4.1323,4.4912,5.9263,5.1297,4.5457,1.1953,2.4856,4.2026,2.7499,0.901399999999995,-2.32060000000001,-5.01840000000001,-1.7728,-3.51090000000001,-5.6469,-1.92080000000001,-3.2338,-4.3851,-1.2193,-0.430300000000003,0.464799999999997,-1.4847,-1.6227,-0.261900000000001,-1.1777,-4.2491,-3.4636,-0.9163,-1.6892,-1.9154,-2.5801,0.278399999999998,0.1066,0.237299999999998,-0.1389,0.537099999999999,0.1418,0.4635,-0.601200000000002,-1.2235
