"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.26,0.71,-0.18,-0.31,0.29,0.32,-0.09,0.42,0.31,1.18,0.84,0.84,0.89,1.15,0.63,0.7,0.9,0.72,0.4,0.69,0.86,1.05,0.71,0.87,0.74,0.43,0.73,1.22,1.18,1.19,1.35,1.33,1.22,1.35,1.51,1.65,1.75,1.45,1.45,1.2,1.18,1.91,1.59,1.36
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.31,0.36,-0.51,-0.41,0.14,0.1,-0.03,0.28,0.34,0.55,0.63,0.93,0.86,0.87,0.6,0.54,0.77,0.57,0.36,0.65,0.89,0.84,0.67,0.68,0.69,0.63,1.06,0.84,0.91,0.63,0.84,0.64,0.68,0.8,0.79,0.98,1.18,1.15,0.83,0.71,0.89,1.06,0.92,0.75
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.26,0.96,1.32,1.33,1.03,1.1,1.05,0.94,0.93,1.02,0.92,0.76,0.89,0.91,1.01,1.19,1.08,1.13,1.29,1.42,1.23,1.28,1.29,1.2,1.12,1.14,1.11,1.06,1.03,1.11,1.1,1,0.94,0.96,0.95,1.05,0.91,0.82,0.86,0.97,0.86,0.89,0.87,0.98
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",93,88.19,89.13,88.95,87.77,85.52,85.18,85.6,86.63,89.02,83.38,74.94,78.5,82.2,86.57,85.5,85.22,85.11,84.47,84.18,83.45,83.16,81.44,82.14,80.02,78.8,65.44,67.25,66.79,78.01,77.11,78.96,82.21,81.91,80.32,76.57,70.47,63.88,72.88,75.1,74.21,75.91,77.48,78.35
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-39.0431,-32.001,-40.5414,-42.4454,-34.3017,-35.7986,-35.2136,-32.8303,-33.8801,-35.5393,-32.8321,-29.2542,-31.6798,-31.7789,-34.2706,-39.7652,-36.6667,-38.3343,-44.5486,-47.781,-43.3814,-44.1298,-44.9308,-41.8507,-39.2723,-39.4932,-37.4003,-20.8128,-20.2773,-23.301,-21.4496,-16.9314,-14.6321,-14.7476,-15.6213,-19.527,-17.7534,-17.3141,-16.8849,-21.1052,-16.2577,-14.9534,-16.1273,-17.2906
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-0.973000000000006,6.0691,-2.4714,-4.3753,3.7683,2.2715,2.8565,5.2397,4.19,2.5308,5.238,8.8159,6.3903,6.2912,3.79949999999999,-1.6951,1.4034,-0.264200000000002,-6.4785,-9.7109,-5.3113,-6.0598,-6.8607,-3.78060000000001,-1.2022,-1.99930000000001,-4.6679,-4.1857,-3.6502,-6.6739,-4.8225,-0.304300000000001,1.995,1.8795,1.0057,-2.8999,-1.1263,-0.687000000000001,-0.2578,-4.4781,0.369399999999999,1.6737,0.499799999999997,-0.663500000000003
