"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.25,0.39,0.41,0.21,0.45,0.43,0.22,0.62,0.56,1.11,0.96,0.92,0.9,0.85,0.68,0.65,0.59,0.31,0.46,0.6,0.57,0.31,0.25,0.14,0.27,-0.14,-0.08,-0.2,-0.02,0.06,0,-0.23,-0.13,-0.2,-0.32,-0.35,-0.38,-0.09,-0.21,-0.45,-0.47,-0.32,-0.56,-0.66
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.41,0.15,-0.01,0.07,0.29,0.15,0.07,0.76,0.54,0.85,0.86,0.85,0.68,0.8,0.72,0.59,0.62,0.27,0.38,0.43,0.53,0.37,0.33,0.22,0.27,-0.16,-0.08,0.04,0.13,0.15,0.21,0.17,0.11,0.31,-0.03,-0.1,0.04,0.14,-0.02,-0.1,-0.39,-0.21,-0.4,-0.46
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.55,1.58,1.51,1.54,1.54,1.52,1.56,1.42,1.5,1.24,1.24,1.25,1.22,1.07,1.2,1.33,1.18,1.18,1.35,1.23,0.99,1.02,1.03,1,1.02,1.04,1.11,0.93,0.96,0.92,0.85,0.84,0.82,0.69,0.89,0.81,0.81,0.89,0.97,1,1.1,1.07,1,1.04
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",87.2,86.99,86.25,86.23,85.37,85.79,81.25,80.65,81.04,75.68,76.31,76.13,80.14,76.16,79.27,81.58,79.25,81.94,86.83,82.12,76.8,78.31,78.8,75.07,77.76,76.62,68.05,56.72,65.48,62.77,55.34,54.08,54.34,35.31,53.96,49.09,52.61,59.09,75.69,77.69,70,71.81,80.54,72.96
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-46.8794,-46.7333,-44.5205,-46.6746,-46.6808,-46.3524,-47.4234,-43.6131,-46.8878,-40.0957,-40.126,-40.3774,-40.038,-37.5344,-39.8411,-42.7712,-39.2951,-37.9785,-43.2812,-38.7942,-34.1407,-34.5048,-35.4833,-34.6266,-35.8938,-34.8646,-32.1037,-20.1728,-19.6237,-19.3631,-21.3476,-21.1982,-21.0232,-25.311,-22.1635,-21.6729,-21.2931,-21.2803,-21.009,-21.286,-23.0584,-19.3858,-21.2151,-25.0094
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-8.8093,-8.6632,-6.4505,-8.6045,-8.6108,-8.28230000000001,-9.3533,-5.5431,-8.8177,-2.0256,-2.0559,-2.30730000000001,-1.9679,0.535699999999999,-1.771,-4.7011,-1.225,0.0915999999999997,-5.2111,-0.7241,3.92939999999999,3.5652,2.5868,3.44349999999999,2.1763,2.62929999999999,0.628699999999995,-3.5457,-2.9966,-2.736,-4.7205,-4.5711,-4.3961,-8.6839,-5.5365,-5.0458,-4.666,-4.6532,-4.3819,-4.6589,-6.4313,-2.7587,-4.588,-8.3823
