"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.1,-0.07,0.52,0.84,0.53,0.36,0.77,0.37,0.33,0.14,0.22,0.24,0.19,0.19,0.39,0.18,0.18,0.11,0.51,0.19,0.32,0.04,0.24,0.21,0.13,0.4,0.3,0.8,0.98,1.05,0.99,0.99,1.08,1.22,1.32,0.51,0.5,0.54,0.77,1.05,0.7,0.38,0.55,1
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.09,-0.17,0.25,0.54,0.16,0.23,0.37,0.19,0.18,-0.08,-0.05,-0.11,0.04,-0.05,0.28,0.23,0.12,0.18,0.5,0.37,0.28,0.18,0.35,0.2,0.15,0.43,0.39,0.47,0.5,0.68,0.72,0.57,0.75,0.84,0.68,0.53,0.4,0.47,0.45,0.64,0.42,0.23,0.28,0.61
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.94,1.19,0.92,0.87,1.09,1.04,1.09,1.17,1.14,1.09,1.19,1.3,1.19,1.18,1.08,0.9,0.99,0.96,0.85,0.81,1,0.92,0.9,0.93,0.99,0.99,0.95,1,1.02,0.97,0.99,1.06,1.02,1.06,0.95,0.81,0.92,0.97,0.99,0.91,0.95,0.93,0.92,0.87
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",91.83,95.96,89.38,84.6,89.62,87.62,90.48,90.48,90.68,88.36,90.81,90.31,90.88,90.88,88.2,83.9,87.43,85.74,80.77,80.52,86.55,87.53,87.13,87.15,89.01,88.39,78.45,79.83,77.13,73.93,72.62,70.9,72.04,72.36,73.27,69.24,74.53,73.07,79.05,82.76,80.56,78.05,80.01,78.59
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-33.3939,-39.1837,-32.8321,-32.0488,-37.8411,-36.8486,-37.7916,-39.2202,-38.1778,-37.1125,-40.7392,-42.3241,-41.3861,-41.5046,-38.7743,-33.5664,-36.3332,-34.9534,-30.9588,-29.424,-34.1761,-32.7907,-31.5982,-33.6678,-35.2115,-35.6681,-28.7707,-21.1029,-22.2581,-17.8027,-18.8587,-21.1901,-21.439,-20.7709,-20.7657,-18.4046,-18.8362,-19.443,-20.7641,-16.7231,-19.497,-21.4939,-20.6246,-17.2789
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",4.67619999999999,-1.11360000000001,5.2379,6.0213,0.228900000000003,1.2215,0.278499999999994,-1.1502,-0.107700000000001,0.957599999999999,-2.6691,-4.254,-3.316,-3.43450000000001,-0.7042,4.50369999999999,1.7369,3.11669999999999,7.1113,8.6461,3.894,5.2793,6.4719,4.4023,2.8586,1.82579999999999,3.9617,-4.4758,-5.631,-1.1756,-2.2316,-4.563,-4.8119,-4.1438,-4.1387,-1.7775,-2.2091,-2.8159,-4.137,-0.0960000000000001,-2.8699,-4.8668,-3.9975,-0.651800000000001
