"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",-0.05,0.08,0.68,0.23,0.62,0.32,0.6,0.71,0.45,0.8,0.47,0.43,0.31,0.49,0.46,0.64,0.62,0.34,0.48,0.86,0.95,0.93,0.61,0.67,0.67,0.25,0.48,1.18,1.04,1.27,1.28,1.48,1.33,1.58,1.69,1.35,1.6,1.49,1.31,0.99,0.51,1.25,1.2,1.31
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.14,-0.08,0.1,0.07,0.27,0.21,0.35,0.43,0.34,0.27,0.1,0.14,0.12,0.32,0.54,0.42,0.44,0.22,0.37,0.64,0.82,0.63,0.49,0.45,0.45,0.3,0.62,0.6,0.53,0.58,0.71,0.63,0.74,0.99,0.93,0.92,0.95,0.89,0.64,0.57,0.37,0.71,0.56,0.78
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.98,1.11,1.14,1.11,1.01,0.99,1.01,1.04,1.1,1.12,1.15,1.14,1.18,1.09,1.02,1.21,1.14,1.2,1.25,1.22,1.11,1.17,1.11,0.98,1.02,1.04,0.99,1.03,1.17,1.12,1.1,1.09,1.09,0.88,0.84,0.92,0.88,0.93,0.91,0.96,0.94,0.88,0.88,0.92
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",87.44,90.88,93.92,87.98,90.14,87.09,90.02,88.95,89.11,89.97,90.42,89.8,89.61,83.82,85.26,86.84,88.42,86.4,87.63,87.01,85.02,84.5,83.42,86.22,87.13,88.84,76.53,77.85,77.94,79.14,80.01,81.2,77.13,82.3,78.01,74.58,77.89,74.53,81.37,78.63,81.35,78.45,83.23,79.98
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-33.5539,-36.2959,-37.158,-39.0083,-35.1039,-34.4052,-33.619,-35.2967,-36.5592,-37.7244,-38.3016,-38.485,-39.9591,-40.028,-36.1846,-40.5445,-38.7219,-40.087,-43.3897,-41.7802,-38.8572,-39.5011,-38.697,-34.7576,-37.0423,-37.4592,-33.3172,-18.7072,-21.0618,-21.3169,-19.1038,-18.3971,-20.1328,-14.9127,-16.94,-19.4782,-18.0403,-16.1229,-15.733,-19.0262,-18.5481,-15.3543,-17.0095,-17.2529
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",4.5162,1.77419999999999,0.911999999999999,-0.938200000000002,2.9661,3.6649,4.4511,2.7733,1.5109,0.345699999999994,-0.231500000000004,-0.414900000000003,-1.889,-1.9579,1.88549999999999,-2.4744,-0.651800000000001,-2.01690000000001,-5.3196,-3.7101,-0.787100000000002,-1.4311,-0.626900000000006,3.3125,1.0278,0.0346999999999937,-0.584800000000001,-2.0801,-4.4347,-4.6898,-2.4767,-1.77,-3.5057,1.7144,-0.313000000000002,-2.8511,-1.4132,0.504199999999997,0.894099999999998,-2.3991,-1.921,1.2728,-0.382400000000001,-0.625800000000002
