"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.14,0.05,-0.21,0.4,0.49,0.51,-0.05,0.34,0.52,1.02,0.8,0.84,0.81,0.72,1.32,0.91,1.14,0.73,0.79,1.1,1.21,0.8,0.78,0.54,0.41,0.62,0.78,1.13,1.31,1.36,1.39,1.38,1.12,1.35,1.8,1.22,1.42,1.78,1.85,1.41,1.23,0.93,0.82,1.04
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.16,-0.02,-0.42,0.24,0.21,0.16,-0.17,0.23,0.48,0.48,0.65,0.65,0.74,0.9,0.86,0.69,0.84,0.56,0.54,0.92,1.07,0.62,0.65,0.32,0.3,0.72,1.04,0.9,0.98,0.91,0.99,0.73,0.57,0.85,0.98,0.68,0.91,0.96,1.04,0.93,0.91,0.6,0.59,0.7
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.33,1.06,1.22,1.2,1.26,1.16,1.23,0.99,0.97,0.99,0.94,0.89,0.9,0.76,0.96,1.05,1.08,1.12,1.11,1.12,1.07,1.31,1.19,1.3,1.24,1.14,1.15,1.06,0.97,1.06,1.15,1.01,1.01,0.96,0.95,0.97,0.92,0.92,0.96,0.92,0.9,0.88,0.86,0.94
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",90.75,87.72,90.25,89.77,89.86,89.59,84.67,87.67,86.47,88.34,85.74,82.45,80.56,75.97,88.21,85.72,87.77,86.19,86.81,81.88,82.53,83.57,82.2,83.16,85.29,83.24,66.54,62.94,68.17,70.94,69.7,78.54,82.43,80.86,77.17,80.25,77.7,79.47,73.14,73.52,73.51,76.35,75.83,79.03
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-42.0554,-36.3562,-42.9994,-38.7187,-40.6578,-37.0946,-38.8203,-32.9533,-33.7032,-34.2382,-33.384,-32.693,-32.1541,-29.0794,-33.4957,-35.9795,-35.7169,-36.388,-37.4606,-38.3081,-36.605,-45.2629,-41.4816,-46.1833,-44.1543,-41.3737,-36.6126,-21.0911,-20.076,-20.1758,-22.5455,-16.7295,-16.7393,-16.6034,-15.6568,-15.5984,-15.1028,-15.3032,-16.1525,-18.6267,-18.1956,-17.6008,-17.6539,-16.4963
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-3.9853,1.7139,-4.9294,-0.648600000000002,-2.5878,0.975499999999997,-0.750200000000007,5.1167,4.36689999999999,3.8319,4.6861,5.3771,5.916,8.9907,4.5744,2.09059999999999,2.35319999999999,1.6821,0.609499999999997,-0.238000000000007,1.4651,-7.1929,-3.4115,-8.11320000000001,-6.0842,-3.8798,-3.8802,-4.464,-3.4489,-3.5487,-5.9184,-0.102400000000003,-0.112200000000001,0.0236999999999981,0.970199999999998,1.0287,1.5243,1.3239,0.474599999999999,-1.9996,-1.5685,-0.973700000000001,-1.0268,0.130799999999997
