"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.17,0.71,0.74,0.23,0.25,0.22,0.66,0.4,0.16,0.24,0.29,0.39,0.3,0.36,-0.08,0.15,0.04,0.12,0.36,0.06,0.13,0.39,0.32,0.55,0.51,0.25,0.22,0.86,0.93,0.75,0.81,0.94,1.17,1.17,0.93,1.03,1.07,0.6,0.3,0.75,0.65,1.36,1.31,1.25
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.21,0.16,0.17,0.09,0.15,0.2,0.49,0.23,0.07,-0.02,-0.04,0.08,0.15,-0.01,0.04,0.1,0.06,0.17,0.32,0.07,0.12,0.4,0.35,0.52,0.46,0.33,0.4,0.43,0.45,0.46,0.6,0.5,0.83,0.83,0.56,0.8,0.66,0.64,0.27,0.48,0.41,0.64,0.57,0.66
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.9,1.1,0.99,0.94,0.91,0.98,0.97,1.13,1.11,1.12,1.15,1.18,1.18,1.3,1.11,1,0.98,0.97,0.97,1.03,1.11,0.91,0.97,0.88,0.91,1,0.91,0.99,1.07,1,0.94,1.04,0.97,1.06,0.95,0.89,0.92,0.89,0.91,0.94,0.92,0.93,0.93,0.91
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",91.04,96.29,94.33,87.13,83.84,85.08,84.29,86.88,88.96,87.96,89.83,90.17,90.34,89.05,89.26,86.84,85.32,87.1,86.65,90.99,90.19,85.49,88.51,85.19,86.08,89.77,78.72,82.88,77.65,75.26,79.17,70.5,72.45,70.66,67.24,68.71,74.49,65.22,75.54,79.82,80.16,80.74,83.21,77.35
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-31.3629,-35.2487,-33.5081,-33.8784,-32.6031,-35.2971,-34.3718,-39.9298,-39.094,-38.8838,-39.2926,-40.2236,-40.5471,-42.7278,-39.0546,-36.1855,-36.4356,-36.0851,-35.852,-36.8724,-39.9684,-32.211,-34.3804,-30.5765,-32.1613,-34.1597,-29.0418,-19.3688,-22.0405,-21.3313,-17.7431,-20.5147,-20.2078,-20.6099,-20.3238,-19.544,-20.2312,-20.8448,-22.0517,-17.6844,-17.5395,-18.6011,-18.2899,-18.4708
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",6.7072,2.8214,4.5619,4.1917,5.4669,2.773,3.6983,-1.8598,-1.0239,-0.813700000000004,-1.2225,-2.1535,-2.477,-4.65770000000001,-0.984500000000004,1.8846,1.6345,1.985,2.2181,1.1977,-1.89830000000001,5.859,3.68969999999999,7.4936,5.9088,3.3342,3.6906,-2.7417,-5.4134,-4.7042,-1.116,-3.8876,-3.5807,-3.9828,-3.6968,-2.9169,-3.6041,-4.2177,-5.4246,-1.0573,-0.912400000000002,-1.974,-1.6628,-1.8437
