"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.06,0.46,0.38,0.44,0.7,0.56,0.54,0.83,0.51,0.48,0.33,0.26,0.73,0.45,0.59,0.88,0.58,0.12,0.17,0.48,0.11,0.04,0.39,0.73,0.48,0.26,-0.07,-0.49,-0.61,-0.21,1.17,0.38,1.18,0.5,1.35,0.33,0.64,1.08,1.16,1.03,0.52,0.25,-0.39,0
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.24,0.65,0.38,0.54,0.45,0.38,0.61,0.75,0.31,0.36,0.29,0.27,0.55,0.75,0.75,0.66,0.57,0.03,0.17,0.64,0.93,0.39,0.37,0.65,0.71,0.35,0.14,0.29,0.15,0.48,1.1,0.31,1.09,0.93,0.94,0.42,0.52,0.78,0.9,0.74,0.61,0.28,-0.66,-0.1
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.07,0.94,0.93,0.93,1.19,1.07,0.86,1.04,1.19,1.1,1.22,0.99,1.16,0.83,1.46,1.23,1.33,1.36,1.15,0.76,0.52,0.79,1.08,1.3,1.39,1.18,0.84,0.66,0.64,0.66,1.02,1,1.23,0.8,0.99,1.18,1.24,1.2,1.14,1.09,1.07,1.13,1.13,1.15
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.24,67.74,69.91,58.58,80.51,79.74,76.77,82.77,85.57,74.63,76.83,78.43,82.18,73.02,82.62,86.17,79.7,83.06,82.71,76.95,44.4,68.71,83.78,80.2,73.93,79.39,54.55,50.46,46.54,47.91,56.88,60.14,59.64,48.97,63.68,52.28,62.97,63.05,60.92,60.85,61.87,57.69,66.34,72.97
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-35.2783,-33.9424,-33.2386,-35.9387,-38.2707,-34.2821,-30.2628,-33.6875,-40.0556,-40.7378,-43.9128,-36.111,-38.2048,-32.1719,-45.8578,-41.0573,-41.4586,-41.6505,-39.5247,-27.1711,-20.8152,-27.2843,-37.3644,-44.8772,-48.2735,-36.9163,-23.8686,-15.6569,-13.5395,-11.9351,-18.8128,-25.2494,-24.0862,-24.7454,-23.9704,-30.6191,-28.245,-26.733,-23.3606,-20.6716,-20.4062,-23.0984,-26.2676,-30.0729
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",2.79179999999999,4.1277,4.8314,2.1314,-0.200699999999998,3.788,7.8073,4.3825,-1.9855,-2.6677,-5.8427,1.9591,-0.134700000000002,5.8982,-7.7877,-2.9872,-3.3885,-3.5804,-1.45460000000001,10.899,17.2549,10.7857,0.705699999999993,-6.80710000000001,-10.2034,0.577599999999997,8.8638,0.970199999999998,3.0876,4.692,-2.1857,-8.6223,-7.4591,-8.1183,-7.3434,-13.992,-11.6179,-10.1059,-6.7335,-4.0445,-3.7791,-6.4713,-9.6405,-13.4458
