"","2022-01-03_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2022-01-03_to_2024-11-04_^BSESN"
"2024-03-19",-4.65220673761138,-2.84317347637287
"2024-03-20",-4.56116574471318,-2.72222695546379
"2024-03-21",-3.09326353886412,-1.99435199629631
"2024-03-22",-2.14890947378887,-1.73699230028913
"2024-03-26",-2.115871370822,-2.22491453615569
"2024-03-27",-1.71938157124411,-1.51522906498127
"2024-03-28",-0.330313290129169,-0.631465881894333
"2024-04-01",0,-0.141451615363086
"2024-04-02",0,-0.290720398744237
"2024-04-03",0,-0.32726705657754
"2024-04-04",0,0
"2024-04-05",0,0
"2024-04-08",0,0
"2024-04-09",0,0
"2024-04-10",0,0
"2024-04-12",-0.768613255907924,-1.05712954149146
"2024-04-15",-1.92581419110414,-2.18338148792523
"2024-04-16",-2.83595203230116,-2.79120751020766
"2024-04-18",-3.64254097255418,-3.3971485193932
"2024-04-19",-3.14974356133075,-2.59843928802661
"2024-04-22",-2.42077392347508,-1.85176903746893
"2024-04-23",-2.13641557455704,-1.73204310102164
"2024-04-24",-1.71405203342593,-1.57947534643426
"2024-04-25",-0.921905118572441,-0.931141260278745
"2024-04-26",-2.09549648805305,-1.74310079291222
"2024-04-29",-0.956025763520296,-0.488904568412052
"2024-04-30",-0.341366194255321,-0.74011608368102
"2024-05-02",0,-0.56909255232902
"2024-05-03",-1.22615525749303,-1.54588425530586
"2024-05-06",-1.15104375775209,-1.52270411517288
"2024-05-07",-2.19304132553795,-2.03403166364552
"2024-05-08",-1.85482334759584,-2.09461235652112
"2024-05-09",-3.12531856181305,-3.51018620853434
"2024-05-10",-2.40475986329809,-3.16329647620068
"2024-05-13",-3.53142628187011,-3.01449086072301
"2024-05-14",-2.37033618189472,-2.57674191970206
"2024-05-15",-2.27723579596149,-2.73343461926718
"2024-05-16",-1.47439756839404,-1.83164119887779
"2024-05-17",-0.186287521359541,-1.49406611285139
"2024-05-21",0,-1.44571040031132
"2024-05-22",0,-1.08889082911158
"2024-05-23",0,0
"2024-05-24",-0.0721074168884783,-0.0101387836253353
"2024-05-27",-0.216519016824301,-0.0365137462915444
"2024-05-28",-0.648126838787833,-0.328286280326695
