"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2020-01-06";"ASIANPAINT.BO";"1707.500000000000";"0.005019870320";"Growth";"2021-01-01";"ASIANPAINT.BO";"2775.000000000000";"0.003876036045";"Growth";"2022-01-03";"ASIANPAINT.BO";"3421.850097656250";"0.000502271187";"Core";"2023-01-02";"ASIANPAINT.BO";"3046.350097656250";"0.000519989922";"Core";"2024-01-01";"ASIANPAINT.BO";"3394.550048828120";"0.000514281756";"Core"
"2020-01-06";"ADANIPORTS.BO";"380.200012207031";"0.003094346529";"Core";NA;"ADANIPORTS.BO";"503.500000000000";"0.002932102739";"Core";NA;"ADANIPORTS.BO";"736.400024414062";"0.002333917238";"Core";NA;"ADANIPORTS.BO";"822.400024414062";"0.001926156739";"Core";NA;"ADANIPORTS.BO";"1048.050048828120";"0.001665717359";"Core"
"2020-01-06";"AXISBANK.BO";"722.599975585938";"0.001628107705";"Core";NA;"AXISBANK.BO";"623.000000000000";"0.002369684958";"Core";NA;"AXISBANK.BO";"696.299987792969";"0.002468327935";"Core";NA;"AXISBANK.BO";"941.450012207031";"0.001682586784";"Core";NA;"AXISBANK.BO";"1098.050048828120";"0.001589868477";"Core"
"2020-01-06";"BAJFINANCE.BO";"3998.199951171880";"0.002143821889";"Growth";NA;"BAJFINANCE.BO";"5280.250000000000";"0.002037024767";"Growth";NA;"BAJFINANCE.BO";"7222.299804687500";"0.002712867513";"Growth";NA;"BAJFINANCE.BO";"6556.750000000000";"0.000241593983";"Core";NA;"BAJFINANCE.BO";"7298.450195312500";"0.000239195324";"Core"
"2020-01-06";"BAJAJFINSV.BO";"905.010009765625";"0.009471087037";"Growth";NA;"BAJAJFINSV.BO";"887.450012207031";"0.001663545787";"Core";NA;"BAJAJFINSV.BO";"1697.380004882810";"0.011543167972";"Growth";NA;"BAJAJFINSV.BO";"1552.400024414060";"0.011632577359";"Growth";NA;"BAJAJFINSV.BO";"1674.250000000000";"0.001042708770";"Core"
"2020-01-06";"BHARTIARTL.BO";"449.500000000000";"0.002617287182";"Core";NA;"BHARTIARTL.BO";"515.099975585938";"0.020881383293";"Growth";NA;"BHARTIARTL.BO";"691.200012207031";"0.002486540337";"Core";NA;"BHARTIARTL.BO";"813.599975585938";"0.022195690656";"Growth";NA;"BHARTIARTL.BO";"1013.049987792970";"0.001723266551";"Core"
"2020-01-06";"HCLTECH.BO";"581.900024414062";"0.002021774427";"Core";NA;"HCLTECH.BO";"950.400024414062";"0.011317339803";"Growth";NA;"HCLTECH.BO";"1326.250000000000";"0.014773340252";"Growth";NA;"HCLTECH.BO";"1039.199951171880";"0.001524318152";"Core";NA;"HCLTECH.BO";"1483.150024414060";"0.001177059050";"Core"
"2020-01-06";"HDFCBANK.BO";"1241.150024414060";"0.000947887496";"Core";NA;"HDFCBANK.BO";"1424.849975585940";"0.001036118717";"Core";NA;"HDFCBANK.BO";"1519.699951171880";"0.001130944770";"Core";NA;"HDFCBANK.BO";"1629.150024414060";"0.000972329942";"Core";NA;"HDFCBANK.BO";"1700.650024414060";"0.001026522291";"Core"
"2020-01-06";"HINDUNILVR.BO";"1915.550048828120";"0.000614168546";"Core";NA;"HINDUNILVR.BO";"2387.399902343750";"0.000618377226";"Core";NA;"HINDUNILVR.BO";"2362.550048828120";"0.000727475260";"Core";NA;"HINDUNILVR.BO";"2558.500000000000";"0.000619140648";"Core";NA;"HINDUNILVR.BO";"2655.699951171880";"0.000657361596";"Core"
"2020-01-06";"ICICIBANK.BO";"525.650024414062";"0.016306341051";"Growth";NA;"ICICIBANK.BO";"527.549987792969";"0.002798433822";"Core";NA;"ICICIBANK.BO";"764.750000000000";"0.002247396811";"Core";NA;"ICICIBANK.BO";"903.000000000000";"0.001754231837";"Core";NA;"ICICIBANK.BO";"1001.250000000000";"0.001743575689";"Core"
"2020-01-06";"INDUSINDBK.BO";"1469.000000000000";"0.002269117313";"Value";NA;"INDUSINDBK.BO";"900.000000000000";"0.002269117313";"Value";NA;"INDUSINDBK.BO";"912.400024414062";"0.002269117313";"Value";NA;"INDUSINDBK.BO";"1226.699951171880";"0.002269117313";"Value";NA;"INDUSINDBK.BO";"1600.300048828120";"0.002269117313";"Value"
"2020-01-06";"INFY.BO";"738.650024414062";"0.001592730724";"Core";NA;"INFY.BO";"1260.400024414060";"0.008533798648";"Growth";NA;"INFY.BO";"1897.150024414060";"0.000905936109";"Core";NA;"INFY.BO";"1524.300048828120";"0.001039212293";"Core";NA;"INFY.BO";"1551.250000000000";"0.001125386081";"Core"
"2020-01-06";"ITC.BO";"235.100006103516";"0.005004128276";"Core";NA;"ITC.BO";"213.850006103516";"0.006903500990";"Core";NA;"ITC.BO";"219.149993896484";"0.007842558792";"Core";NA;"ITC.BO";"332.750000000000";"0.004760545000";"Core";NA;"ITC.BO";"467.250000000000";"0.078460906019";"Growth"
"2020-01-06";"JSWSTEEL.BO";"264.100006103516";"0.004454640519";"Core";NA;"JSWSTEEL.BO";"389.549987792969";"0.003789792774";"Core";NA;"JSWSTEEL.BO";"667.099975585938";"0.029370623934";"Growth";NA;"JSWSTEEL.BO";"774.799987792969";"0.002044490673";"Core";NA;"JSWSTEEL.BO";"877.349975585938";"0.001989804761";"Core"
"2020-01-06";"KOTAKBANK.BO";"1652.349975585940";"0.000711998430";"Core";NA;"KOTAKBANK.BO";"1994.300048828120";"0.005393370988";"Growth";NA;"KOTAKBANK.BO";"1823.949951171880";"0.000942293790";"Core";NA;"KOTAKBANK.BO";"1825.849975585940";"0.000867580234";"Core";NA;"KOTAKBANK.BO";"1910.900024414060";"0.000913577443";"Core"
"2020-01-06";"LT.BO";"1316.300048828120";"0.000893770831";"Core";NA;"LT.BO";"1296.750000000000";"0.001138472126";"Core";NA;"LT.BO";"1922.099975585940";"0.000894176543";"Core";NA;"LT.BO";"2088.800048828120";"0.000758364282";"Core";NA;"LT.BO";"3522.350097656250";"0.010408067716";"Growth"
"2020-01-06";"M.M.BO";"524.200012207031";"0.006358895948";"Value";NA;"M.M.BO";"732.900024414062";"0.006358895948";"Value";NA;"M.M.BO";"829.700012207031";"0.006358895948";"Value";NA;"M.M.BO";"1262.900024414060";"0.006358895948";"Value";NA;"M.M.BO";"1703.599975585940";"0.006358895948";"Value"
"2020-01-06";"MARUTI.BO";"7039.899902343750";"0.000473491581";"Value";NA;"MARUTI.BO";"7691.600097656250";"0.000473491581";"Value";NA;"MARUTI.BO";"7519.700195312500";"0.000473491581";"Value";NA;"MARUTI.BO";"8406.650390625000";"0.000473491581";"Value";NA;"MARUTI.BO";"10281.750000000000";"0.000473491581";"Value"
