"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year9";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2015-01-05";"ASIANPAINT.BO";"774.900024414062";"0.001518222417";"Core";"2016-01-01";"ASIANPAINT.BO";"880.150024414062";"0.010277950483";"Growth";"2017-01-02";"ASIANPAINT.BO";"903.549987792969";"0.001333289133";"Core";"2018-01-01";"ASIANPAINT.BO";"1146.500000000000";"0.001846618667";"Core";"2019-01-01";"ASIANPAINT.BO";"1371.849975585940";"0.001868680801";"Core";"2020-01-01";"ASIANPAINT.BO";"1793.750000000000";"0.015689120803";"Growth";"2021-01-01";"ASIANPAINT.BO";"2775.000000000000";"0.012159333145";"Growth";"2022-01-03";"ASIANPAINT.BO";"3421.850097656250";"0.001424986106";"Core";"2023-01-02";"ASIANPAINT.BO";"3046.350097656250";"0.001389158616";"Core";"2024-01-01";"ASIANPAINT.BO";"3394.550048828120";"0.001548544856";"Core"
"2015-01-05";"ADANIPORTS.BO";"323.000000000000";"0.026536930562";"Growth";NA;"ADANIPORTS.BO";"267.500000000000";"0.004641595644";"Core";NA;"ADANIPORTS.BO";"273.750000000000";"0.004400706410";"Core";NA;"ADANIPORTS.BO";"400.399993896484";"0.005287583252";"Core";NA;"ADANIPORTS.BO";"388.799987792969";"0.006593492262";"Core";NA;"ADANIPORTS.BO";"377.649993896484";"0.008279965546";"Core";NA;"ADANIPORTS.BO";"503.500000000000";"0.007446132512";"Core";NA;"ADANIPORTS.BO";"736.400024414062";"0.006621521841";"Core";NA;"ADANIPORTS.BO";"822.400024414062";"0.005145748247";"Core";NA;"ADANIPORTS.BO";"1048.050048828120";"0.005015612586";"Core"
"2015-01-05";"AXISBANK.BO";"517.599975585938";"0.016559947789";"Growth";NA;"AXISBANK.BO";"449.799987792969";"0.020111468683";"Growth";NA;"AXISBANK.BO";"446.700012207031";"0.002696873398";"Core";NA;"AXISBANK.BO";"564.849975585938";"0.003748160385";"Core";NA;"AXISBANK.BO";"627.500000000000";"0.004085338185";"Core";NA;"AXISBANK.BO";"748.900024414062";"0.004175362312";"Core";NA;"AXISBANK.BO";"623.000000000000";"0.006017861509";"Core";NA;"AXISBANK.BO";"696.299987792969";"0.007002856428";"Core";NA;"AXISBANK.BO";"941.450012207031";"0.004495048520";"Core";NA;"AXISBANK.BO";"1098.050048828120";"0.004787225338";"Core"
"2015-01-05";"BAJFINANCE.BO";"344.984985351562";"0.024845801804";"Growth";NA;"BAJFINANCE.BO";"608.710021972656";"0.014861162198";"Growth";NA;"BAJFINANCE.BO";"869.950012207031";"0.020771769003";"Growth";NA;"BAJFINANCE.BO";"1726.199951171880";"0.013981862661";"Growth";NA;"BAJFINANCE.BO";"2656.199951171880";"0.008686073271";"Growth";NA;"BAJFINANCE.BO";"4230.450195312500";"0.006652332291";"Growth";NA;"BAJFINANCE.BO";"5280.250000000000";"0.006390256044";"Growth";NA;"BAJFINANCE.BO";"7222.299804687500";"0.006076291596";"Growth";NA;"BAJFINANCE.BO";"6556.750000000000";"0.000645420900";"Core";NA;"BAJFINANCE.BO";"7298.450195312500";"0.000720236883";"Core"
"2015-01-05";"BAJAJFINSV.BO";"126.360000610352";"0.009310466782";"Core";NA;"BAJAJFINSV.BO";"198.625000000000";"0.045543805504";"Growth";NA;"BAJAJFINSV.BO";"294.345001220703";"0.061391906173";"Growth";NA;"BAJAJFINSV.BO";"518.215026855469";"0.046574277841";"Growth";NA;"BAJAJFINSV.BO";"651.280029296875";"0.035425541027";"Growth";NA;"BAJAJFINSV.BO";"937.919982910156";"0.030005076075";"Growth";NA;"BAJAJFINSV.BO";"887.450012207031";"0.004224607210";"Core";NA;"BAJAJFINSV.BO";"1697.380004882810";"0.025854434175";"Growth";NA;"BAJAJFINSV.BO";"1552.400024414060";"0.031076554341";"Growth";NA;"BAJAJFINSV.BO";"1674.250000000000";"0.003139682255";"Core"
"2015-01-05";"BHARTIARTL.BO";"357.200012207031";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"340.549987792969";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"311.000000000000";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"528.150024414062";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"319.549987792969";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"453.299987792969";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"515.099975585938";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"691.200012207031";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"813.599975585938";"0.009331839920";"Value";NA;"BHARTIARTL.BO";"1013.049987792970";"0.009331839920";"Value"
"2015-01-05";"HCLTECH.BO";"395.325012207031";"0.021681978895";"Growth";NA;"HCLTECH.BO";"422.750000000000";"0.002937023855";"Core";NA;"HCLTECH.BO";"414.649993896484";"0.002905325932";"Core";NA;"HCLTECH.BO";"440.500000000000";"0.004806239051";"Core";NA;"HCLTECH.BO";"481.000000000000";"0.005329625178";"Core";NA;"HCLTECH.BO";"571.849975585938";"0.005468093156";"Core";NA;"HCLTECH.BO";"950.400024414062";"0.035503102495";"Growth";NA;"HCLTECH.BO";"1326.250000000000";"0.033089387074";"Growth";NA;"HCLTECH.BO";"1039.199951171880";"0.004072232181";"Core";NA;"HCLTECH.BO";"1483.150024414060";"0.003544222047";"Core"
"2015-01-05";"HDFCBANK.BO";"478.325012207031";"0.002459563180";"Core";NA;"HDFCBANK.BO";"544.299987792969";"0.002281144337";"Core";NA;"HDFCBANK.BO";"598.650024414062";"0.002012350005";"Core";NA;"HDFCBANK.BO";"928.500000000000";"0.002280181262";"Core";NA;"HDFCBANK.BO";"1073.724975585940";"0.002387529180";"Core";NA;"HDFCBANK.BO";"1279.050048828120";"0.002444727586";"Core";NA;"HDFCBANK.BO";"1424.849975585940";"0.002631243839";"Core";NA;"HDFCBANK.BO";"1519.699951171880";"0.003208586564";"Core";NA;"HDFCBANK.BO";"1629.150024414060";"0.002597589799";"Core";NA;"HDFCBANK.BO";"1700.650024414060";"0.003090943428";"Core"
"2015-01-05";"HINDUNILVR.BO";"760.750000000000";"0.001546461503";"Core";NA;"HINDUNILVR.BO";"856.549987792969";"0.001449567279";"Core";NA;"HINDUNILVR.BO";"824.549987792969";"0.001461031348";"Core";NA;"HINDUNILVR.BO";"1347.250000000000";"0.001571459122";"Core";NA;"HINDUNILVR.BO";"1803.099975585940";"0.012795711669";"Growth";NA;"HINDUNILVR.BO";"1936.750000000000";"0.001614523784";"Core";NA;"HINDUNILVR.BO";"2387.399902343750";"0.001570381115";"Core";NA;"HINDUNILVR.BO";"2362.550048828120";"0.002063909227";"Core";NA;"HINDUNILVR.BO";"2558.500000000000";"0.001654040838";"Core";NA;"HINDUNILVR.BO";"2655.699951171880";"0.001979370077";"Core"
"2015-01-05";"ICICIBANK.BO";"330.090911865234";"0.003564080518";"Core";NA;"ICICIBANK.BO";"239.090911865234";"0.005193115979";"Core";NA;"ICICIBANK.BO";"228.909088134766";"0.005262759070";"Core";NA;"ICICIBANK.BO";"310.549987792969";"0.006817415505";"Core";NA;"ICICIBANK.BO";"363.649993896484";"0.007049497467";"Core";NA;"ICICIBANK.BO";"536.799987792969";"0.052426157004";"Growth";NA;"ICICIBANK.BO";"527.549987792969";"0.007106677673";"Core";NA;"ICICIBANK.BO";"764.750000000000";"0.006376056025";"Core";NA;"ICICIBANK.BO";"903.000000000000";"0.004686449041";"Core";NA;"ICICIBANK.BO";"1001.250000000000";"0.005250050453";"Core"
