"Date";"DailyReturn";"TotalValue";"Index"
"2015-01-05";"0.000000000000";"100.000000000190";100
"2015-01-06";"-2.308032457523";"97.691967542662";96,9296403266498
"2015-01-07";"0.023701455763";"97.715121961134";96,6471903579785
"2015-01-08";"1.710798884597";"99.386831177728";97,9613431329386
"2015-01-09";"0.334342516783";"99.719123610438";98,6210220670702
"2015-01-12";"0.492170111199";"100.209911331999";99,07676235901
"2015-01-13";"-0.078499231520";"100.131247321697";98,5037531388396
"2015-01-14";"0.873796445552";"101.006190601681";98,2203351069934
"2015-01-15";"1.725214375759";"102.748763922347";100,837683304165
"2015-01-16";"0.672909408435";"103.440170021831";101,004120020753
"2015-01-19";"0.493977418677";"103.951141103580";101,507379587672
"2015-01-20";"1.363823171529";"105.368850853020";103,384594382933
"2015-01-21";"-0.167675793345";"105.192172796413";103,758806919659
"2015-01-22";"0.309466742792";"105.517707587239";104,179605742944
"2015-01-23";"1.200179041702";"106.784108998985";105,159482094619
"2015-01-27";"1.817712111244";"108.725136681144";106,208960785585
"2015-01-28";"0.363986317412";"109.120881302250";106,166366005886
"2015-01-29";"-0.034978677085";"109.082712261547";106,606666391681
"2015-01-30";"-0.449742302350";"108.592121159956";104,815076082751
"2015-02-02";"0.963468985734";"109.638372568283";104,597135599275
"2015-02-03";"-0.404686366045";"109.194681022545";104,158490741809
"2015-02-04";"-1.273623984491";"107.803951375253";103,73815490526
"2015-02-05";"-0.088011296013";"107.709071720495";103,622723894072
"2015-02-06";"-1.462715256432";"106.133594695877";103,144816358416
"2015-02-09";"-1.324456242260";"104.727901675793";101,383039589294
"2015-02-10";"0.458048699057";"105.207606466968";101,843592137307
"2015-02-11";"1.564861100563";"106.853959375403";102,484169361109
"2015-02-12";"1.304844877095";"108.248237790287";103,457970765615
"2015-02-13";"0.801567924339";"109.115920943075";104,498940321571
"2015-02-16";"0.127448131774";"109.254987145786";104,64602278961
"2015-02-18";"0.479296211093";"109.778642159606";105,308248150789
"2015-02-19";"0.024374796668";"109.805400480417";105,818298189834
"2015-02-20";"-1.113737028184";"108.582457076321";104,989131035628
"2015-02-23";"-1.037234323926";"107.456202561764";104,068587135647
"2015-02-24";"0.259864715806";"107.735443317168";104,174723337366
"2015-02-25";"-0.341480515648";"107.367547769792";104,186683828042
"2015-02-26";"-0.534398726159";"106.793776962203";103,248041355659
"2015-02-27";"2.391299389161";"109.347535898362";104,948577606538
"2015-03-02";"1.992112953611";"111.525862325448";105,807060239064
"2015-03-03";"-0.018788096958";"111.504908738301";106,290460480996
"2015-03-04";"-0.777329330355";"110.638148377892";105,525438034557
"2015-03-05";"0.264180566949";"110.930432865539";105,77045622713
"2015-03-09";"-1.959906268566";"108.756300358060";103,60048650085
"2015-03-10";"-0.452215742665";"108.264487246700";103,115935807029
"2015-03-11";"0.000920947190";"108.265484305453";102,933841720829
"2015-03-12";"0.578153795661";"108.891425312356";103,908042977515
"2015-03-13";"-1.387164285296";"107.380922350673";102,374013592729
"2015-03-16";"-0.100841858488";"107.272637432913";102,138437523588
"2015-03-17";"0.966965381116";"108.309926700300";103,211156745703
"2015-03-18";"-0.743061315394";"107.505117534257";102,800768109025
"2015-03-19";"-0.993117055416";"106.437465876579";102,253223159326
"2015-03-20";"-1.121276542827";"105.244007538925";101,504040471214
"2015-03-23";"-0.561186670632";"104.653392196978";101,255998834957
"2015-03-24";"-0.117485170725";"104.530439980487";101,14717590718
"2015-03-25";"0.475089496577";"105.027053121560";100,967986010505
"2015-03-26";"-1.601027389053";"103.345541235169";98,6181459373475
"2015-03-27";"-0.286037365700";"103.049934371451";98,6219550554925
"2015-03-30";"1.205557929029";"104.292261026125";100,479626198539
"2015-03-31";"0.468679683913";"104.781057665449";100,413650588681
"2015-04-01";"0.604832500380";"105.414807556451";101,500666280003
"2015-04-06";"0.929161902594";"106.394281787958";102,378180473352
"2015-04-07";"0.445177885893";"106.867925602333";102,421743316225
"2015-04-08";"1.118173410784";"108.062894331075";103,10832458569
"2015-04-09";"0.626616281285";"108.740034020981";103,745702992045
"2015-04-10";"0.156900395031";"108.910647563917";103,724763364673
"2015-04-13";"0.486870189497";"109.440901040093";104,317596835079
"2015-04-15";"-1.295109893855";"108.023521102799";103,43853935261
"2015-04-16";"0.111693993638";"108.144176887587";102,95851330189
"2015-04-17";"-1.236820284957";"106.806627770842";102,154200117458
"2015-04-20";"-1.494547146899";"105.210352362794";100,157639968607
"2015-04-21";"-1.341559103156";"103.798893303208";99,4027751705545
"2015-04-22";"-0.167659809981";"103.624864275933";100,171718974347
"2015-04-23";"0.040259946494";"103.666583590845";99,6146126470579
"2015-04-24";"-1.021878661324";"102.607236894206";98,5476035946851
"2015-04-27";"-0.937934037802";"101.644848694128";97,6103641124109
