"","2020-01-06_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2020-01-06_to_2024-11-04_^BSESN"
"2020-01-06",0,0
"2020-01-07",0,0
"2020-01-08",0,0
"2020-01-09",0,0
"2020-01-10",0,0
"2020-01-13",0,0
"2020-01-14",0,0
"2020-01-15",0,-0.190455524470667
"2020-01-16",0,-0.0478393095626028
"2020-01-17",0,-0.0173070870630787
"2020-01-20",0,-1.00999700010491
"2020-01-21",0,-1.49888100228686
"2020-01-22",0,-1.99570590323893
"2020-01-23",0,-1.34969100304895
"2020-01-24",0,-0.809099048313822
"2020-01-27",0,-1.90097747712895
"2020-01-28",0,-2.34972067234106
"2020-01-29",0,-1.79719312983301
"2020-01-30",0,-2.47615451844896
"2020-01-31",0,-2.92983289983201
"2020-02-03",0,-4.95873738352136
"2020-02-04",0,-2.77276987275363
"2020-02-05",0,-1.93067585677836
"2020-02-06",0,-1.54126154993545
"2020-02-07",0,-1.93260533035011
"2020-02-10",0,-2.31930480000667
"2020-02-11",0,-1.75553007486938
"2020-02-12",0,-0.921832662477673
"2020-02-13",-0.210305386856158,-1.17475852977603
"2020-02-14",-0.606400423878362,-1.65637064663736
"2020-02-17",-0.787530712029338,-2.1379827634987
"2020-02-18",-1.37734692087279,-2.52249097171198
"2020-02-19",-0.300334842132044,-1.50081047585859
"2020-02-20",-0.773801348410519,-1.86521919304566
"2020-02-24",-3.0227571766677,-3.78855529357376
"2020-02-25",-2.95981759649223,-3.98409144192178
"2020-02-26",-3.98064977737683,-4.91904258551785
"2020-02-27",-4.3535900912498,-5.26062727864526
"2020-02-28",-8.32729325907773,-8.71301785761726
"2020-03-02",-8.86700810446823,-9.07835737612538
"2020-03-03",-7.09870190693672,-7.93497460754604
"2020-03-04",-7.4888128782593,-8.4455966989131
"2020-03-05",-7.09597367200351,-8.29988750878201
"2020-03-06",-9.16902678534158,-10.4308310872903
"2020-03-09",-13.5835893414808,-15.0590855226071
"2020-03-11",-13.7695113304016,-14.9102251821704
"2020-03-12",-19.9539953935485,-21.8686922454748
"2020-03-13",-17.962827710881,-18.7095525618658
"2020-03-16",-23.7827357716022,-25.1773515871229
"2020-03-17",-25.6559960588027,-27.1104320139806
"2020-03-18",-30.2502806270693,-31.1854608057986
"2020-03-19",-33.163106944719,-32.5710167472488
"2020-03-20",-28.5145470691372,-28.6910974865068
"2020-03-23",-38.6961914544607,-38.0700552100925
"2020-03-24",-36.9155690567434,-36.4186973164028
"2020-03-25",-33.1684340992313,-31.9809565806393
"2020-03-26",-30.6533827657334,-28.6176611406156
"2020-03-27",-31.54790683397,-28.9303425135553
