"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year9";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year10";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2014-01-06";"ASIANPAINT.BO";"490.399993896484";"0.017478443471";"Growth";"2015-01-01";"ASIANPAINT.BO";"750.349975585938";"0.002292871084";"Core";"2016-01-01";"ASIANPAINT.BO";"880.150024414062";"0.015881016882";"Growth";"2017-01-02";"ASIANPAINT.BO";"903.549987792969";"0.002172849542";"Core";"2018-01-01";"ASIANPAINT.BO";"1146.500000000000";"0.002801073010";"Core";"2019-01-01";"ASIANPAINT.BO";"1371.849975585940";"0.002890989849";"Core";"2020-01-01";"ASIANPAINT.BO";"1793.750000000000";"0.020955705656";"Growth";"2021-01-01";"ASIANPAINT.BO";"2775.000000000000";"0.019138000410";"Growth";"2022-01-03";"ASIANPAINT.BO";"3421.850097656250";"0.002217207294";"Core";"2023-01-02";"ASIANPAINT.BO";"3046.350097656250";"0.001963685409";"Core";"2024-01-01";"ASIANPAINT.BO";"3394.550048828120";"0.002544643148";"Core"
"2014-01-06";"ADANIPORTS.BO";"150.800003051758";"0.007801528942";"Core";NA;"ADANIPORTS.BO";"319.649993896484";"0.039213982053";"Growth";NA;"ADANIPORTS.BO";"267.500000000000";"0.007171980339";"Core";NA;"ADANIPORTS.BO";"273.750000000000";"0.007171792427";"Core";NA;"ADANIPORTS.BO";"400.399993896484";"0.008020555081";"Core";NA;"ADANIPORTS.BO";"388.799987792969";"0.010200628801";"Core";NA;"ADANIPORTS.BO";"377.649993896484";"0.013661632095";"Core";NA;"ADANIPORTS.BO";"503.500000000000";"0.011719728818";"Core";NA;"ADANIPORTS.BO";"736.400024414062";"0.010302757665";"Core";NA;"ADANIPORTS.BO";"822.400024414062";"0.007273921522";"Core";NA;"ADANIPORTS.BO";"1048.050048828120";"0.008241895061";"Core"
"2014-01-06";"AXISBANK.BO";"251.190002441406";"0.004683588426";"Core";NA;"AXISBANK.BO";"501.950012207031";"0.003427544019";"Core";NA;"AXISBANK.BO";"449.799987792969";"0.031075317420";"Growth";NA;"AXISBANK.BO";"446.700012207031";"0.004395070793";"Core";NA;"AXISBANK.BO";"564.849975585938";"0.005685456926";"Core";NA;"AXISBANK.BO";"627.500000000000";"0.006320325663";"Core";NA;"AXISBANK.BO";"748.900024414062";"0.006889190959";"Core";NA;"AXISBANK.BO";"623.000000000000";"0.009471723049";"Core";NA;"AXISBANK.BO";"696.299987792969";"0.010896095260";"Core";NA;"AXISBANK.BO";"941.450012207031";"0.006354106070";"Core";NA;"AXISBANK.BO";"1098.050048828120";"0.007866598185";"Core"
"2014-01-06";"BAJFINANCE.BO";"155.225006103516";"0.055219379832";"Growth";NA;"BAJFINANCE.BO";"348.464996337891";"0.035971329274";"Growth";NA;"BAJFINANCE.BO";"608.710021972656";"0.022962785056";"Growth";NA;"BAJFINANCE.BO";"869.950012207031";"0.025727192256";"Growth";NA;"BAJFINANCE.BO";"1726.199951171880";"0.021208611621";"Growth";NA;"BAJFINANCE.BO";"2656.199951171880";"0.013438009125";"Growth";NA;"BAJFINANCE.BO";"4230.450195312500";"0.008885412967";"Growth";NA;"BAJFINANCE.BO";"5280.250000000000";"0.010057847855";"Growth";NA;"BAJFINANCE.BO";"7222.299804687500";"0.009454406604";"Growth";NA;"BAJFINANCE.BO";"6556.750000000000";"0.000912353412";"Core";NA;"BAJFINANCE.BO";"7298.450195312500";"0.001183527775";"Core"
"2014-01-06";"BAJAJFINSV.BO";"72.885002136230";"0.016141463316";"Core";NA;"BAJAJFINSV.BO";"128.955001831055";"0.013341520202";"Core";NA;"BAJAJFINSV.BO";"198.625000000000";"0.070372195827";"Growth";NA;"BAJAJFINSV.BO";"294.345001220703";"0.076037884538";"Growth";NA;"BAJAJFINSV.BO";"518.215026855469";"0.070646936980";"Growth";NA;"BAJAJFINSV.BO";"651.280029296875";"0.054805978343";"Growth";NA;"BAJAJFINSV.BO";"937.919982910156";"0.040077296256";"Growth";NA;"BAJAJFINSV.BO";"887.450012207031";"0.006649257286";"Core";NA;"BAJAJFINSV.BO";"1697.380004882810";"0.040228209812";"Growth";NA;"BAJAJFINSV.BO";"1552.400024414060";"0.080922143782";"Growth";NA;"BAJAJFINSV.BO";"1674.250000000000";"0.005159276405";"Core"
"2014-01-06";"BHARTIARTL.BO";"328.799987792969";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"362.950012207031";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"340.549987792969";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"311.000000000000";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"528.150024414062";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"319.549987792969";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"453.299987792969";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"515.099975585938";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"691.200012207031";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"813.599975585938";"0.010137875478";"Value";NA;"BHARTIARTL.BO";"1013.049987792970";"0.010137875478";"Value"
"2014-01-06";"HCLTECH.BO";"312.825012207031";"0.027400074281";"Growth";NA;"HCLTECH.BO";"400.862487792969";"0.031269449015";"Growth";NA;"HCLTECH.BO";"422.750000000000";"0.004538154324";"Core";NA;"HCLTECH.BO";"414.649993896484";"0.004734784049";"Core";NA;"HCLTECH.BO";"440.500000000000";"0.007290420444";"Core";NA;"HCLTECH.BO";"481.000000000000";"0.008245331296";"Core";NA;"HCLTECH.BO";"571.849975585938";"0.009022148286";"Core";NA;"HCLTECH.BO";"950.400024414062";"0.055879576782";"Growth";NA;"HCLTECH.BO";"1326.250000000000";"0.051485435602";"Growth";NA;"HCLTECH.BO";"1039.199951171880";"0.005756421784";"Core";NA;"HCLTECH.BO";"1483.150024414060";"0.005824035586";"Core"
"2014-01-06";"HDFCBANK.BO";"331.000000000000";"0.003554291807";"Core";NA;"HDFCBANK.BO";"475.649993896484";"0.003617062513";"Core";NA;"HDFCBANK.BO";"544.299987792969";"0.003524719426";"Core";NA;"HDFCBANK.BO";"598.650024414062";"0.003279509057";"Core";NA;"HDFCBANK.BO";"928.500000000000";"0.003458729354";"Core";NA;"HDFCBANK.BO";"1073.724975585940";"0.003693687344";"Core";NA;"HDFCBANK.BO";"1279.050048828120";"0.004033708675";"Core";NA;"HDFCBANK.BO";"1424.849975585940";"0.004141406857";"Core";NA;"HDFCBANK.BO";"1519.699951171880";"0.004992400632";"Core";NA;"HDFCBANK.BO";"1629.150024414060";"0.003671898320";"Core";NA;"HDFCBANK.BO";"1700.650024414060";"0.005079186427";"Core"
"2014-01-06";"HINDUNILVR.BO";"563.750000000000";"0.002086865788";"Core";NA;"HINDUNILVR.BO";"758.250000000000";"0.002268982212";"Core";NA;"HINDUNILVR.BO";"856.549987792969";"0.002239804761";"Core";NA;"HINDUNILVR.BO";"824.549987792969";"0.002381029902";"Core";NA;"HINDUNILVR.BO";"1347.250000000000";"0.002383692860";"Core";NA;"HINDUNILVR.BO";"1803.099975585940";"0.019795929047";"Growth";NA;"HINDUNILVR.BO";"1936.750000000000";"0.002663903590";"Core";NA;"HINDUNILVR.BO";"2387.399902343750";"0.002471677851";"Core";NA;"HINDUNILVR.BO";"2362.550048828120";"0.003211339798";"Core";NA;"HINDUNILVR.BO";"2558.500000000000";"0.002338117349";"Core";NA;"HINDUNILVR.BO";"2655.699951171880";"0.003252595805";"Core"
"2014-01-06";"ICICIBANK.BO";"189.218185424805";"0.006217534459";"Core";NA;"ICICIBANK.BO";"320.636352539062";"0.005365753909";"Core";NA;"ICICIBANK.BO";"239.090911865234";"0.008024164221";"Core";NA;"ICICIBANK.BO";"228.909088134766";"0.008576672045";"Core";NA;"ICICIBANK.BO";"310.549987792969";"0.010341105561";"Core";NA;"ICICIBANK.BO";"363.649993896484";"0.010906103176";"Core";NA;"ICICIBANK.BO";"536.799987792969";"0.070024772494";"Growth";NA;"ICICIBANK.BO";"527.549987792969";"0.011185448955";"Core";NA;"ICICIBANK.BO";"764.750000000000";"0.009920825101";"Core";NA;"ICICIBANK.BO";"903.000000000000";"0.006624665822";"Core";NA;"ICICIBANK.BO";"1001.250000000000";"0.008627134603";"Core"
