"","2023-01-03_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2023-01-03_to_2024-11-04_^BSESN"
"2023-10-23",-2.86197676539675,-4.81547760385439
"2023-10-25",-3.49957257077539,-5.58615207412412
"2023-10-26",-5.21008504017803,-6.91417771412112
"2023-10-27",-4.20005207202228,-5.97864526241567
"2023-10-30",-4.08548415059421,-5.49241993012465
"2023-10-31",-4.26111985421671,-5.84283575244305
"2023-11-01",-4.56275408649047,-6.26088978856327
"2023-11-02",-3.70650657954217,-5.53922275506365
"2023-11-03",-3.37779783795537,-5.12222584838704
"2023-11-06",-2.66044970616894,-4.24527824550485
"2023-11-07",-2.2704712388703,-4.26929405799287
"2023-11-08",-2.14515075077236,-4.22034083298909
"2023-11-09",-1.9317921341798,-4.43173961582651
"2023-11-10",-1.77701257430797,-4.32489725966749
"2023-11-13",-1.56570089069284,-4.28186215248902
"2023-11-15",-0.68565121937616,-3.18800423719166
"2023-11-16",0,-2.73613109417055
"2023-11-17",0,-3.01289119662355
"2023-11-20",0,-3.21864292046737
"2023-11-21",0,-2.81234380234824
"2023-11-22",0,-2.67603735118418
"2023-11-23",0,-2.68404262201352
"2023-11-24",0,-2.75446370648739
"2023-11-28",0,-2.45350708565858
"2023-11-29",0,-1.38080982982204
"2023-11-30",0,-1.25325857892168
"2023-12-01",0,-0.526902227633763
"2023-12-04",0,0
"2023-12-05",0,0
"2023-12-06",0,0
"2023-12-07",0,0
"2023-12-08",0,0
"2023-12-11",0,0
"2023-12-12",0,0
"2023-12-13",0,0
"2023-12-14",0,0
"2023-12-15",0,0
"2023-12-18",-0.159022386375207,0
"2023-12-19",-0.0109269120425748,0
"2023-12-20",-2.18048447193228,0
"2023-12-21",-1.8397650887558,0
"2023-12-22",-1.2352161429621,0
"2023-12-26",-0.629047506288294,0
"2023-12-27",0,0
"2023-12-28",0,0
"2023-12-29",0,0
"2024-01-01",0,0
"2024-01-02",0,0
"2024-01-03",0,0
"2024-01-04",0,0
"2024-01-05",0,0
"2024-01-08",0,0
"2024-01-09",0,0
"2024-01-10",0,0
"2024-01-11",0,0
"2024-01-12",0,0
"2024-01-15",0,0
"2024-01-16",-0.326239803348538,-0.271606228227639
"2024-01-17",-1.38883434486041,-2.49179259023971
"2024-01-19",-0.753089504551552,-2.2429476878196
"2024-01-23",-3.62110978389213,-4.03310130378178
"2024-01-24",-2.01233312242955,-3.09243915232242
"2024-01-25",-2.23315516093486,-3.58289849560426
"2024-01-29",-0.657037224594992,-1.89063613433612
"2024-01-30",-1.72760121298715,-2.98390699871064
"2024-01-31",-0.954368955768969,-2.14901019996615
"2024-02-01",-1.20852878809382,-2.29468101335129
"2024-02-02",-0.459543558942177,-1.69417655282521
"2024-02-05",0,-2.17722153841653
"2024-02-06",0,-1.55717393439506
"2024-02-07",-0.260429829068032,-1.60366622016128
"2024-02-08",-1.56722830174514,-2.59042778837735
"2024-02-09",-1.97769590228973,-2.36259719850961
"2024-02-12",-2.86434319179095,-3.07582998802585
"2024-02-13",-2.48445313069043,-2.4175654241836
"2024-02-14",-1.86020545360692,-2.05257339649887
"2024-02-15",-1.02912568198844,-1.74224867354466
"2024-02-16",0,-1.22912831143646
"2024-02-19",0,-0.845220058888563
"2024-02-20",0,-0.368945794525322
"2024-02-21",0,-0.961216723681435
"2024-02-22",0,-0.231416564444098
"2024-02-23",0,-0.252481030487062
"2024-02-26",0,-0.733419569474081
"2024-02-27",0,-0.317362929465392
"2024-02-28",0,-1.39517815982664
"2024-02-29",0,-1.1286792287229
"2024-03-01",0,0
"2024-03-04",0,0
"2024-03-05",0,0
"2024-03-06",0,0
"2024-03-07",0,0
"2024-03-11",-0.791987676215589,-0.832101223256043
"2024-03-12",-1.25867855458599,-0.609060286548602
"2024-03-13",-3.36255351636551,-1.83150589060119
"2024-03-14",-2.8342418846857,-1.37900676284334
"2024-03-15",-4.1138908793942,-1.99133356416704
"2024-03-18",-3.50023633776498,-1.84967432847692
"2024-03-19",-4.96582723048259,-2.84317446025392
"2024-03-20",-4.87245084964594,-2.72223071699834
"2024-03-21",-3.30906718752486,-1.99435198921241
"2024-03-22",-2.57732394961887,-1.73700024287985
"2024-03-26",-2.46151799973301,-2.22491831438907
"2024-03-27",-2.11506842850283,-1.51523283345182
"2024-03-28",-0.845705477433012,-0.631471058803135
"2024-04-01",-0.368569828188003,-0.141452494248662
"2024-04-02",0,-0.290728084642267
"2024-04-03",0,-0.327271701835186
"2024-04-04",0,0
"2024-04-05",0,0
"2024-04-08",0,0
"2024-04-09",0,0
"2024-04-10",0,0
"2024-04-12",-0.807145706497048,-1.05713047850844
"2024-04-15",-1.9646131662811,-2.18338200069073
"2024-04-16",-2.92501652412749,-2.79120935850901
"2024-04-18",-3.89732262939795,-3.39714981475691
"2024-04-19",-3.4037126739621,-2.59843499893648
"2024-04-22",-2.88000430917322,-1.85176926020063
"2024-04-23",-2.61737854716844,-1.73204494713899
"2024-04-24",-2.27456046145117,-1.57947547730443
"2024-04-25",-1.35312565915677,-0.931140998760693
"2024-04-26",-2.32579566498959,-1.74310496759921
"2024-04-29",-1.4590301693539,-0.48890354845319
"2024-04-30",-1.00697628895035,-0.740114677872417
"2024-05-02",-0.347746109402436,-0.56909278099232
"2024-05-03",-1.43760261965505,-1.54587882726536
"2024-05-06",-1.42717895032983,-1.52270506209132
"2024-05-07",-2.40861461839242,-2.03403088245241
"2024-05-08",-1.98903203623866,-2.09460777442656
"2024-05-09",-3.40984145411659,-3.51018420406899
"2024-05-10",-2.67555625610565,-3.16329654610428
"2024-05-13",-3.71059036432211,-3.01448454260036
"2024-05-14",-2.61497341482074,-2.5767397150795
"2024-05-15",-2.48994208822981,-2.73343422947272
"2024-05-16",-1.74270753456846,-1.83164231011644
"2024-05-17",-0.610378303078463,-1.4940666339277
"2024-05-21",-0.201446728273535,-1.44570967593324
"2024-05-22",0,-1.08889740581257
"2024-05-23",0,0
"2024-05-24",-0.220849755736618,-0.0101428203379772
"2024-05-27",-0.418355343529331,-0.0365157786686998
"2024-05-28",-0.858007374437986,-0.328284408583368
"2024-05-29",-1.33266016954066,-1.21342428278962
"2024-05-30",-2.69617037698922,-2.03192062592905
"2024-05-31",-2.54032060684501,-1.93153271181468
"2024-06-03",0,0
"2024-06-04",-6.6308373759537,-5.74055347292849
"2024-06-05",-3.13719144941885,-2.72861730519885
"2024-06-06",-2.40789410419404,-1.82332111971949
"2024-06-07",0,0
"2024-06-10",0,0
"2024-06-11",0,0
"2024-06-12",0,0
"2024-06-13",0,0
"2024-06-14",0,0
"2024-06-18",0,0
"2024-06-19",0,0
"2024-06-20",0,0
"2024-06-21",0,0
"2024-06-24",0,0
"2024-06-25",0,0
"2024-06-26",0,0
"2024-06-27",0,0
"2024-06-28",0,0
"2024-07-01",0,0
"2024-07-02",0,0
"2024-07-03",0,0
"2024-07-04",0,0
"2024-07-05",0,0
"2024-07-08",0,0
"2024-07-09",0,0
"2024-07-10",0,0
"2024-07-11",0,0
"2024-07-12",0,0
"2024-07-15",0,0
"2024-07-16",0,0
"2024-07-18",0,0
"2024-07-19",0,0
"2024-07-22",0,0
"2024-07-23",0,0
"2024-07-24",0,0
"2024-07-25",0,0
"2024-07-26",0,0
"2024-07-29",0,0
"2024-07-30",0,0
"2024-07-31",0,0
"2024-08-01",-0.375700602583995,0
"2024-08-02",-2.28039548632004,-1.08174361950727
"2024-08-05",-5.1184568288924,-3.79655825796176
"2024-08-06",-5.24452508446972,-3.9997253769927
"2024-08-07",-4.35877366307921,-2.93100164324586
"2024-08-08",-5.04230214703358,-3.64165231409564
"2024-08-09",-3.83287761149204,-2.64041636082288
"2024-08-12",-4.27868000514686,-2.710015474123
"2024-08-13",-4.95758151486976,-3.556375431513
"2024-08-14",-4.73563866388322,-3.37333335729173
"2024-08-16",-2.73867711863566,-1.74758462027305
"2024-08-19",-3.12072066521247,-1.76243882001352
"2024-08-20",-2.57423443432447,-1.30049866387072
"2024-08-21",-2.36230199871081,-1.17537598944393
"2024-08-22",-2.76565441836296,-0.994729753890466
"2024-08-23",-2.5119610779835,-0.954389820321089
"2024-08-26",-1.48680191519739,-0.206970512916127
"2024-08-28",-1.79224575822555,-0.100146056314787
"2024-08-29",-1.16835954987096,0
"2024-08-30",-0.691532808503648,0
"2024-09-02",-0.728270342513848,0
"2024-09-03",-0.962590640156713,0
"2024-09-04",-1.35181101349644,0
"2024-09-05",-1.70547165608571,0
"2024-09-06",-3.0207577230222,0
"2024-09-09",-2.87965030889894,0
"2024-09-10",-2.43865020820512,0
"2024-09-11",-3.72513313769993,0
"2024-09-12",-1.7140773855812,0
"2024-09-13",-1.72465293701497,0
"2024-09-16",-1.41097003515344,0
"2024-09-17",-1.26491058150237,0
"2024-09-18",-1.55194005711865,0
"2024-09-19",-1.32307046142637,0
"2024-09-20",0,0
"2024-09-23",0,0
"2024-09-24",0,0
"2024-09-25",0,0
"2024-09-26",0,0
"2024-09-27",-0.035665900401971,-0.307870191518766
"2024-09-30",-1.12584311151928,-1.78984449677568
"2024-10-01",-1.12124745185769,-1.82886204853285
"2024-10-03",-3.00715785845562,-3.88998707079443
"2024-10-04",-4.13484273698282,-4.83207099937631
"2024-10-07",-4.74781588805582,-5.57587521352897
"2024-10-08",-3.91376624445743,-4.89456049341493
"2024-10-09",-4.19877230531353,-5.08994816749612
"2024-10-10",-3.95625695556631,-4.92183136277082
"2024-10-11",-4.2301686789472,-5.18984138336928
"2024-10-14",-3.53115006671928,-4.50051464036513
"2024-10-15",-3.69830798754905,-4.67867860748471
"2024-10-16",-4.68250925153136,-5.05003801069326
"2024-10-17",-5.68599545199484,-5.62642522247644
"2024-10-18",-5.29405819994065,-5.37228985470817
"2024-10-21",-5.70844875510573,-5.45788710816958
"2024-10-22",-7.51434826770664,-6.54199521078117
"2024-10-23",-8.29441091279001,-6.70363527329494
"2024-10-24",-8.17861763983229,-6.72322973925792
"2024-10-25",-10.698063181775,-7.49547592058641
"2024-10-28",-9.70859292527473,-6.79326710156287
"2024-10-29",-9.90917313486043,-6.36920829645684
"2024-10-31",-10.2583287155333,-7.5108858540952
"2024-11-01",-9.46247827419869,-7.12054609719511
