"","2019-01-04_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2019-01-04_to_2024-11-04_^BSESN"
"2019-01-04",0,0
"2019-01-07",0,0
"2019-01-08",0,0
"2019-01-09",0,0
"2019-01-10",0,0
"2019-01-11",0,0
"2019-01-14",0,0
"2019-01-15",0,0
"2019-01-16",0,0
"2019-01-17",0,0
"2019-01-18",0,0
"2019-01-21",0,0
"2019-01-22",0,-0.367207429944183
"2019-01-23",0,-1.28624087519299
"2019-01-24",0,-1.0494052566773
"2019-01-25",0,-1.51295706493239
"2019-01-28",0,-2.52128934598824
"2019-01-29",0,-2.69680337296078
"2019-01-30",0,-2.70021880215239
"2019-01-31",0,-0.8810245975307
"2019-02-01",0,-0.299445314782543
"2019-02-04",0,0
"2019-02-05",0,0
"2019-02-06",0,0
"2019-02-07",0,-0.0111983931464277
"2019-02-08",0,-1.15956464895113
"2019-02-11",0,-1.56915553206898
"2019-02-12",0,-2.22206046765455
"2019-02-14",0,-2.97229488574212
"2019-02-15",0,-3.15423015922282
"2019-02-18",0,-3.99399379975863
"2019-02-19",0,-4.38839927561843
"2019-02-20",0,-3.29672005822392
"2019-02-21",0,-2.9124317513447
"2019-02-22",0,-2.98510546135016
"2019-02-25",0,-2.06043676243256
"2019-02-26",0,-2.7086209960797
"2019-02-27",0,-2.89328829133663
"2019-02-28",0,-2.99603354845511
"2019-03-01",0,-2.46495940727293
"2019-03-05",0,-1.44067327828808
"2019-03-06",0,-0.917177360054122
"2019-03-07",0,-0.675610643068703
"2019-03-08",0,-0.821633828183255
"2019-03-11",0,0
"2019-03-12",0,0
"2019-03-13",0,0
"2019-03-14",0,0
"2019-03-15",0,0
"2019-03-18",0,0
"2019-03-19",0,0
"2019-03-20",0,0
"2019-03-22",0,0
"2019-03-25",0,0
"2019-03-26",0,0
"2019-03-27",0,0
"2019-03-28",0,0
"2019-04-01",0,0
"2019-04-02",0,0
"2019-04-03",0,0
"2019-04-04",0,0
"2019-04-05",0,0
"2019-04-08",0,0
"2019-04-09",0,0
"2019-04-10",0,0
"2019-04-11",0,0
"2019-04-12",0,0
"2019-04-15",0,0
"2019-04-16",0,0
"2019-04-18",0,-0.344639551253334
"2019-04-22",0,-1.60522180587452
"2019-04-23",0,-1.80967346445409
"2019-04-24",0,-0.562596506981228
"2019-04-25",0,-1.38707399466877
"2019-04-26",0,-0.530387373001584
"2019-04-30",0,-0.62147996608225
"2019-05-02",0,-0.749098662284875
"2019-05-03",0,-0.7953493064221
"2019-05-06",0,-1.71938973506534
"2019-05-07",0,-2.54359457207022
"2019-05-08",0,-3.78481862822172
"2019-05-09",0,-4.37098124254187
"2019-05-10",0,-4.61521263572323
"2019-05-13",0,-5.56279190663713
"2019-05-14",0,-4.9830093182915
"2019-05-15",0,-5.50153638659686
"2019-05-16",0,-4.79218110548946
"2019-05-17",0,-3.42419265860773
"2019-05-20",0,0
"2019-05-21",0,0
"2019-05-22",0,0
"2019-05-23",0,0
"2019-05-24",0,0
"2019-05-27",0,0
"2019-05-28",0,0
"2019-05-29",0,0
"2019-05-30",0,0
"2019-05-31",0,0
"2019-06-03",0,0
"2019-06-04",0,-0.457149432044723
"2019-06-06",0,-1.83249809369636
"2019-06-07",0,-1.61848326486124
"2019-06-10",0,-1.19973470422908
"2019-06-11",0,-0.787634493910738
"2019-06-12",0,-1.26854956221056
"2019-06-13",0,-1.30691497575479
"2019-06-14",0,-2.02532684619813
"2019-06-17",0,-3.24537004451911
"2019-06-18",0,-3.03291536189099
"2019-06-19",0,-2.8680185451743
"2019-06-20",0,-1.65391453980031
"2019-06-21",0,-2.66500451999176
"2019-06-24",0,-2.84263957590971
"2019-06-25",0,-2.06786742373942
"2019-06-26",0,-1.67763585371998
"2019-06-27",0,-1.69171262745108
"2019-06-28",0,-2.16794725713001
"2019-07-01",0,-1.44315297038541
"2019-07-02",0,-1.12036226594926
"2019-07-03",0,-1.06381583041353
"2019-07-04",0,-0.892935498414404
"2019-07-05",0,-1.87304416614351
"2019-07-08",0,-3.84192208594384
"2019-07-09",0,-3.81647220094257
"2019-07-10",0,-4.24803878097976
"2019-07-11",0,-3.5872814044578
"2019-07-12",0,-3.80303366884159
"2019-07-15",0,-3.40450495763051
"2019-07-16",0,-2.82257042242908
"2019-07-17",0,-2.61247368804558
"2019-07-18",0,-3.40263455507556
"2019-07-19",0,-4.79445339657126
"2019-07-22",0,-5.55407617449313
"2019-07-23",0,-5.6742428902985
"2019-07-24",0,-6.00972751160048
"2019-07-25",0,-6.05111570842072
"2019-07-26",0,-5.92245683314785
"2019-07-29",0,-6.41024186343863
"2019-07-30",0,-7.1282725617973
"2019-07-31",0,-6.91995758529789
"2019-08-01",0,-8.06927120074703
"2019-08-02",0,-7.82118136043686
"2019-08-05",0,-8.86017668301216
"2019-08-06",0,-8.17224971487441
"2019-08-07",0,-8.8833749933738
"2019-08-08",0,-7.30180336945486
"2019-08-09",0,-6.66966049268354
"2019-08-13",0,-8.21867292899898
"2019-08-14",0,-7.3411084165101
"2019-08-16",0,-7.24476052376235
"2019-08-19",0,-7.11523293071515
"2019-08-20",0,-7.30018117197828
"2019-08-21",0,-7.96483891401768
"2019-08-22",0,-9.42368199114368
"2019-08-23",0,-8.85689683019067
"2019-08-26",0,-6.88767319617403
"2019-08-27",0,-6.52224440505863
"2019-08-28",0,-6.99267280879682
"2019-08-29",0,-7.94358192194766
"2019-08-30",0,-7.28832051501844
"2019-09-03",0,-9.20022650486296
"2019-09-04",0,-8.79834702509371
"2019-09-05",0,-8.99779753450803
"2019-09-06",0,-8.16003447923118
"2019-09-09",0,-7.75355434104477
"2019-09-11",0,-7.44221652808255
"2019-09-12",0,-7.85579710440411
"2019-09-13",0,-7.15868654836622
"2019-09-16",0,-7.80854063037353
"2019-09-17",0,-9.40341781938719
"2019-09-18",0,-9.19782423428289
"2019-09-19",0,-10.3660280290903
"2019-09-20",0,-5.59506547029455
"2019-09-23",0,-2.92441428476958
"2019-09-24",0,-2.90675626633611
"2019-09-25",0,-4.15744392737023
"2019-09-26",0,-3.17347921645912
"2019-09-27",0,-3.58861993898765
"2019-09-30",0,-3.97414447698491
"2019-10-01",0,-4.87293052367548
"2019-10-03",0,-5.36598104741479
"2019-10-04",0,-6.44267694850293
"2019-10-07",0,-6.79364779380257
"2019-10-09",0,-5.18946291434957
"2019-10-10",0,-5.92839602609486
"2019-10-11",0,-5.31579929924614
"2019-10-14",0,-5.09877055160211
"2019-10-15",0,-4.37456131968512
"2019-10-16",0,-4.14386356379588
"2019-10-17",0,-3.01871448562069
"2019-10-18",0,-2.40700420548047
"2019-10-22",0,-3.23779092516138
"2019-10-23",0,-3.00189859156028
"2019-10-24",0,-3.09736003759952
"2019-10-25",0,-3.00381331645065
"2019-10-27",0,-3.00381331645065
"2019-10-29",0,-1.08221846408215
"2019-10-30",0,-0.535794984023563
"2019-10-31",0,-0.344127476709943
"2019-11-01",0,-0.254773648492312
"2019-11-04",0,0
"2019-11-05",0,0
"2019-11-06",0,0
"2019-11-07",0,0
"2019-11-08",0,0
"2019-11-11",0,0
"2019-11-13",0,0
"2019-11-14",0,0
"2019-11-15",0,0
"2019-11-18",0,0
"2019-11-19",0,0
"2019-11-20",0,0
"2019-11-21",0,0
"2019-11-22",0,0
"2019-11-25",0,0
"2019-11-26",0,0
"2019-11-27",0,0
"2019-11-28",0,0
"2019-11-29",0,-0.817807519423952
"2019-12-02",0,-0.797473634075818
"2019-12-03",0,-1.10557148458539
"2019-12-04",0,-0.680486534420333
"2019-12-05",0,-0.852374256658939
"2019-12-06",0,-1.66550402781029
"2019-12-09",0,-1.56270638720057
"2019-12-10",0,-2.16457377208241
"2019-12-11",0,-1.74471331998802
"2019-12-12",0,-1.33347936470799
"2019-12-13",0,-0.292884320413433
"2019-12-16",0,-0.465483685246382
"2019-12-17",0,0
"2019-12-18",0,0
"2019-12-19",0,0
"2019-12-20",0,0
"2019-12-23",0,-0.0932765601194041
"2019-12-24",0,-0.528470117973601
"2019-12-26",0,-1.24221735476684
"2019-12-27",0,-0.255260230212917
"2019-12-30",0,-0.296383443735992
"2019-12-31",0,-1.02635045695837
"2020-01-01",0,-1.02635045695837
"2020-01-02",0,-0.131702186749572
"2020-01-03",0,-0.520445867438168
