"","2015-01-05_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2015-01-05_to_2024-11-04_^BSESN"
"2015-01-05",0,0
"2015-01-06",0,-3.07035999999999
"2015-01-07",0,-3.35281000000001
"2015-01-08",0,-2.03865999999999
"2015-01-09",0,-1.37898
"2015-01-12",0,-0.923240000000003
"2015-01-13",0,-1.49625
"2015-01-14",0,-1.77966
"2015-01-15",0,0
"2015-01-16",0,0
"2015-01-19",0,0
"2015-01-20",0,0
"2015-01-21",0,0
"2015-01-22",0,0
"2015-01-23",0,0
"2015-01-27",0,0
"2015-01-28",0,0
"2015-01-29",0,0
"2015-01-30",0,-1.68056088798196
"2015-02-02",0,-1.8849946255708
"2015-02-03",0,-2.29646043723155
"2015-02-04",0,-2.6907509633309
"2015-02-05",0,-2.79902749049379
"2015-02-06",0,-3.24731088589485
"2015-02-09",0,-4.89990917078641
"2015-02-10",0,-4.46790055443997
"2015-02-11",0,-3.86701882724597
"2015-02-12",0,-2.95356753944194
"2015-02-13",0,-1.97710893699239
"2015-02-16",0,-1.83914383593446
"2015-02-18",0,-1.21795381095761
"2015-02-19",0,-0.739512827855893
"2015-02-20",0,-1.51729718224947
"2015-02-23",0,-2.38078911948004
"2015-02-24",0,-2.28123624910149
"2015-02-25",0,-2.27001743887132
"2015-02-26",0,-3.15048767586492
"2015-02-27",0,-1.55533420188435
"2015-03-02",0,-0.750056258205967
"2015-03-03",0,-0.296613710943228
"2015-03-04",0,-1.01422359407717
"2015-03-05",0,-0.784388068776554
"2015-03-09",0,-2.81987984429117
"2015-03-10",0,-3.27440112330682
"2015-03-11",0,-3.4452159513096
"2015-03-12",0,-2.53138945246109
"2015-03-13",0,-3.97035194889775
"2015-03-16",0,-4.19132311327236
"2015-03-17",0,-3.18508213416664
"2015-03-18",0,-3.57003928553438
"2015-03-19",0,-4.08365630405677
"2015-03-20",0,-4.78640782982902
"2015-03-23",0,-5.01907619851553
"2015-03-24",0,-5.12115236316826
"2015-03-25",0,-5.28923753082241
"2015-03-26",0,-7.49345233276679
"2015-03-27",0,-7.48987844756804
