"","2016-01-04_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2016-01-04_to_2024-11-04_^BSESN"
"2016-01-04",0,0
"2016-01-05",0,-0.167850000000003
"2016-01-06",0,-0.846959999999997
"2016-01-07",0,-3.011
"2016-01-08",0,-2.68903
"2016-01-11",0,-3.11556000000001
"2016-01-12",0,-3.67368
"2016-01-13",0,-3.00211
"2016-01-14",0,-3.31877
"2016-01-15",0,-4.55955
"2016-01-18",0,-5.60028
"2016-01-19",0,-4.46276
"2016-01-20",0,-6.09331000000001
"2016-01-21",0,-6.48291000000001
"2016-01-22",0,-4.63518000000001
"2016-01-25",0,-4.43891999999999
"2016-01-27",0,-4.41378
"2016-01-28",0,-4.50284000000001
"2016-01-29",0,-2.9374
"2016-02-01",0,-3.11637
"2016-02-02",0,-4.23188
"2016-02-03",0,-5.46388
"2016-02-04",0,-5.01464
"2016-02-05",0,-3.92758999999999
"2016-02-08",0,-5.21372
"2016-02-09",0,-6.25355000000001
"2016-02-10",0,-7.27637
"2016-02-11",0,-10.42611
"2016-02-12",0,-10.29229
"2016-02-15",0,-8.07557
"2016-02-16",0,-9.48891999999999
"2016-02-17",0,-8.7478
"2016-02-18",0,-7.70441
"2016-02-19",0,-7.47053
"2016-02-22",0,-7.15971999999999
"2016-02-23",0,-8.63732
"2016-02-24",0,-9.89106
"2016-02-25",0,-10.33179
"2016-02-26",0,-9.63593
"2016-02-29",0,-10.23032
"2016-03-01",0,-7.19656000000001
"2016-03-02",0,-5.38715000000001
"2016-03-03",0,-3.96654
"2016-03-04",0,-3.81242
"2016-03-08",0,-3.76266
"2016-03-09",0,-3.23685
"2016-03-10",0,-3.90273000000001
"2016-03-11",0,-3.53334
"2016-03-14",0,-3.19657999999999
"2016-03-15",0,-4.18438999999999
"2016-03-16",0,-3.67192
"2016-03-17",0,-3.69187
"2016-03-18",0,-2.61718000000001
"2016-03-21",0,-1.31903
"2016-03-22",0,-1.14293999999999
"2016-03-23",0,-1.11535
"2016-03-28",0,-2.56386999999999
"2016-03-29",0,-2.82121
"2016-03-30",0,-1.11136999999999
