"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-01-04";"ASIANPAINT.BO";"906.150024414062";"0.001298317670";"Core";"2018-01-01";"ASIANPAINT.BO";"1146.500000000000";"0.001624520279";"Core";"2019-01-01";"ASIANPAINT.BO";"1371.849975585940";"0.001493087719";"Core";"2020-01-01";"ASIANPAINT.BO";"1793.750000000000";"0.011807735355";"Growth";"2021-01-01";"ASIANPAINT.BO";"2775.000000000000";"0.009424777530";"Growth";"2022-01-03";"ASIANPAINT.BO";"3421.850097656250";"0.001097774713";"Core";"2023-01-02";"ASIANPAINT.BO";"3046.350097656250";"0.001142802343";"Core";"2024-01-01";"ASIANPAINT.BO";"3394.550048828120";"0.001435953195";"Core"
"2017-01-04";"ADANIPORTS.BO";"274.350006103516";"0.004288210542";"Core";NA;"ADANIPORTS.BO";"400.399993896484";"0.004651629691";"Core";NA;"ADANIPORTS.BO";"388.799987792969";"0.005268241810";"Core";NA;"ADANIPORTS.BO";"377.649993896484";"0.006231556448";"Core";NA;"ADANIPORTS.BO";"503.500000000000";"0.005771545326";"Core";NA;"ADANIPORTS.BO";"736.400024414062";"0.005101059729";"Core";NA;"ADANIPORTS.BO";"822.400024414062";"0.004233190570";"Core";NA;"ADANIPORTS.BO";"1048.050048828120";"0.004650937226";"Core"
"2017-01-04";"AXISBANK.BO";"453.500000000000";"0.007350238883";"Value";NA;"AXISBANK.BO";"564.849975585938";"0.007350238883";"Value";NA;"AXISBANK.BO";"627.500000000000";"0.007350238883";"Value";NA;"AXISBANK.BO";"748.900024414062";"0.007350238883";"Value";NA;"AXISBANK.BO";"623.000000000000";"0.007350238883";"Value";NA;"AXISBANK.BO";"696.299987792969";"0.007350238883";"Value";NA;"AXISBANK.BO";"941.450012207031";"0.007350238883";"Value";NA;"AXISBANK.BO";"1098.050048828120";"0.007350238883";"Value"
"2017-01-04";"BAJFINANCE.BO";"870.299987792969";"0.009848820742";"Growth";NA;"BAJFINANCE.BO";"1726.199951171880";"0.007861044092";"Growth";NA;"BAJFINANCE.BO";"2656.199951171880";"0.005618279166";"Growth";NA;"BAJFINANCE.BO";"4230.450195312500";"0.005006588972";"Growth";NA;"BAJFINANCE.BO";"5280.250000000000";"0.004953128667";"Growth";NA;"BAJFINANCE.BO";"7222.299804687500";"0.004681027580";"Growth";NA;"BAJFINANCE.BO";"6556.750000000000";"0.000530960617";"Core";NA;"BAJFINANCE.BO";"7298.450195312500";"0.000667869870";"Core"
"2017-01-04";"BAJAJFINSV.BO";"296.750000000000";"0.028884342279";"Growth";NA;"BAJAJFINSV.BO";"518.215026855469";"0.026185527677";"Growth";NA;"BAJAJFINSV.BO";"651.280029296875";"0.022913757793";"Growth";NA;"BAJAJFINSV.BO";"937.919982910156";"0.022582017313";"Growth";NA;"BAJAJFINSV.BO";"887.450012207031";"0.003274520290";"Core";NA;"BAJAJFINSV.BO";"1697.380004882810";"0.019917628629";"Growth";NA;"BAJAJFINSV.BO";"1552.400024414060";"0.025565373677";"Growth";NA;"BAJAJFINSV.BO";"1674.250000000000";"0.002911402112";"Core"
"2017-01-04";"BHARTIARTL.BO";"314.200012207031";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"528.150024414062";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"319.549987792969";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"453.299987792969";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"515.099975585938";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"691.200012207031";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"813.599975585938";"0.010608953545";"Value";NA;"BHARTIARTL.BO";"1013.049987792970";"0.010608953545";"Value"
"2017-01-04";"HCLTECH.BO";"429.524993896484";"0.002739003795";"Core";NA;"HCLTECH.BO";"440.500000000000";"0.004228178206";"Core";NA;"HCLTECH.BO";"481.000000000000";"0.004258404057";"Core";NA;"HCLTECH.BO";"571.849975585938";"0.004115322821";"Core";NA;"HCLTECH.BO";"950.400024414062";"0.027518683684";"Growth";NA;"HCLTECH.BO";"1326.250000000000";"0.025491260757";"Growth";NA;"HCLTECH.BO";"1039.199951171880";"0.003350054072";"Core";NA;"HCLTECH.BO";"1483.150024414060";"0.003286528609";"Core"
"2017-01-04";"HDFCBANK.BO";"593.049987792969";"0.001983762941";"Core";NA;"HDFCBANK.BO";"928.500000000000";"0.002005936995";"Core";NA;"HDFCBANK.BO";"1073.724975585940";"0.001907650840";"Core";NA;"HDFCBANK.BO";"1279.050048828120";"0.001839918037";"Core";NA;"HDFCBANK.BO";"1424.849975585940";"0.002039494067";"Core";NA;"HDFCBANK.BO";"1519.699951171880";"0.002471817220";"Core";NA;"HDFCBANK.BO";"1629.150024414060";"0.002136927831";"Core";NA;"HDFCBANK.BO";"1700.650024414060";"0.002866206989";"Core"
"2017-01-04";"HINDUNILVR.BO";"821.000000000000";"0.001432972702";"Core";NA;"HINDUNILVR.BO";"1347.250000000000";"0.001382455001";"Core";NA;"HINDUNILVR.BO";"1803.099975585940";"0.008276453357";"Growth";NA;"HINDUNILVR.BO";"1936.750000000000";"0.001215101203";"Core";NA;"HINDUNILVR.BO";"2387.399902343750";"0.001217212529";"Core";NA;"HINDUNILVR.BO";"2362.550048828120";"0.001589985580";"Core";NA;"HINDUNILVR.BO";"2558.500000000000";"0.001360709802";"Core";NA;"HINDUNILVR.BO";"2655.699951171880";"0.001835453958";"Core"
"2017-01-04";"ICICIBANK.BO";"228.272720336914";"0.014602416480";"Value";NA;"ICICIBANK.BO";"310.549987792969";"0.014602416480";"Value";NA;"ICICIBANK.BO";"363.649993896484";"0.014602416480";"Value";NA;"ICICIBANK.BO";"536.799987792969";"0.014602416480";"Value";NA;"ICICIBANK.BO";"527.549987792969";"0.014602416480";"Value";NA;"ICICIBANK.BO";"764.750000000000";"0.014602416480";"Value";NA;"ICICIBANK.BO";"903.000000000000";"0.014602416480";"Value";NA;"ICICIBANK.BO";"1001.250000000000";"0.014602416480";"Value"
