"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2018-01-04";"ASIANPAINT.BO";"1172.050048828120";"0.001003771630";"Core";"2019-01-01";"ASIANPAINT.BO";"1371.849975585940";"0.000929158929";"Core";"2020-01-01";"ASIANPAINT.BO";"1793.750000000000";"0.006336116982";"Growth";"2021-01-01";"ASIANPAINT.BO";"2775.000000000000";"0.006782902972";"Growth";"2022-01-03";"ASIANPAINT.BO";"3421.850097656250";"0.000562952775";"Core";"2023-01-02";"ASIANPAINT.BO";"3046.350097656250";"0.000733710971";"Core";"2024-01-01";"ASIANPAINT.BO";"3394.550048828120";"0.000861112540";"Core"
"2018-01-04";"ADANIPORTS.BO";"409.250000000000";"0.002874699055";"Core";NA;"ADANIPORTS.BO";"388.799987792969";"0.003278463719";"Core";NA;"ADANIPORTS.BO";"377.649993896484";"0.004130698366";"Core";NA;"ADANIPORTS.BO";"503.500000000000";"0.003279248026";"Core";NA;"ADANIPORTS.BO";"736.400024414062";"0.002615888029";"Core";NA;"ADANIPORTS.BO";"822.400024414062";"0.002717826390";"Core";NA;"ADANIPORTS.BO";"1048.050048828120";"0.002789074451";"Core"
"2018-01-04";"AXISBANK.BO";"559.299987792969";"0.002103469719";"Core";NA;"AXISBANK.BO";"627.500000000000";"0.002031341281";"Core";NA;"AXISBANK.BO";"748.900024414062";"0.002082999281";"Core";NA;"AXISBANK.BO";"623.000000000000";"0.002650242988";"Core";NA;"AXISBANK.BO";"696.299987792969";"0.002766537472";"Core";NA;"AXISBANK.BO";"941.450012207031";"0.002374146753";"Core";NA;"AXISBANK.BO";"1098.050048828120";"0.002662073206";"Core"
"2018-01-04";"BAJFINANCE.BO";"1753.349975585940";"0.004888601073";"Growth";NA;"BAJFINANCE.BO";"2656.199951171880";"0.003496294414";"Growth";NA;"BAJFINANCE.BO";"4230.450195312500";"0.002686572188";"Growth";NA;"BAJFINANCE.BO";"5280.250000000000";"0.003564709199";"Growth";NA;"BAJFINANCE.BO";"7222.299804687500";"0.004000817039";"Growth";NA;"BAJFINANCE.BO";"6556.750000000000";"0.000340891522";"Core";NA;"BAJFINANCE.BO";"7298.450195312500";"0.000400508264";"Core"
"2018-01-04";"BAJAJFINSV.BO";"505.345001220703";"0.016961538257";"Growth";NA;"BAJAJFINSV.BO";"651.280029296875";"0.014259391710";"Growth";NA;"BAJAJFINSV.BO";"937.919982910156";"0.012117675327";"Growth";NA;"BAJAJFINSV.BO";"887.450012207031";"0.001860500714";"Core";NA;"BAJAJFINSV.BO";"1697.380004882810";"0.017023353662";"Growth";NA;"BAJAJFINSV.BO";"1552.400024414060";"0.012958170630";"Growth";NA;"BAJAJFINSV.BO";"1674.250000000000";"0.001745909878";"Core"
"2018-01-04";"BHARTIARTL.BO";"522.450012207031";"0.002251833785";"Core";NA;"BHARTIARTL.BO";"319.549987792969";"0.003988942897";"Core";NA;"BHARTIARTL.BO";"453.299987792969";"0.003441337425";"Core";NA;"BHARTIARTL.BO";"515.099975585938";"0.036541558219";"Growth";NA;"BHARTIARTL.BO";"691.200012207031";"0.002786950194";"Core";NA;"BHARTIARTL.BO";"813.599975585938";"0.024725006153";"Growth";NA;"BHARTIARTL.BO";"1013.049987792970";"0.002885434726";"Core"
"2018-01-04";"HCLTECH.BO";"446.475006103516";"0.007465890112";"Value";NA;"HCLTECH.BO";"481.000000000000";"0.007465890112";"Value";NA;"HCLTECH.BO";"571.849975585938";"0.007465890112";"Value";NA;"HCLTECH.BO";"950.400024414062";"0.007465890112";"Value";NA;"HCLTECH.BO";"1326.250000000000";"0.007465890112";"Value";NA;"HCLTECH.BO";"1039.199951171880";"0.007465890112";"Value";NA;"HCLTECH.BO";"1483.150024414060";"0.007465890112";"Value"
"2018-01-04";"HDFCBANK.BO";"928.650024414062";"0.001266861097";"Core";NA;"HDFCBANK.BO";"1073.724975585940";"0.001187144458";"Core";NA;"HDFCBANK.BO";"1279.050048828120";"0.001219622496";"Core";NA;"HDFCBANK.BO";"1424.849975585940";"0.001158789634";"Core";NA;"HDFCBANK.BO";"1519.699951171880";"0.001267579174";"Core";NA;"HDFCBANK.BO";"1629.150024414060";"0.001371967256";"Core";NA;"HDFCBANK.BO";"1700.650024414060";"0.001718807263";"Core"
"2018-01-04";"HINDUNILVR.BO";"1352.050048828120";"0.000870138342";"Core";NA;"HINDUNILVR.BO";"1803.099975585940";"0.005150494801";"Growth";NA;"HINDUNILVR.BO";"1936.750000000000";"0.000805451510";"Core";NA;"HINDUNILVR.BO";"2387.399902343750";"0.000691589783";"Core";NA;"HINDUNILVR.BO";"2362.550048828120";"0.000815364741";"Core";NA;"HINDUNILVR.BO";"2558.500000000000";"0.000873613637";"Core";NA;"HINDUNILVR.BO";"2655.699951171880";"0.001100685193";"Core"
"2018-01-04";"ICICIBANK.BO";"314.799987792969";"0.003737200235";"Core";NA;"ICICIBANK.BO";"363.649993896484";"0.003505201912";"Core";NA;"ICICIBANK.BO";"536.799987792969";"0.021172522530";"Growth";NA;"ICICIBANK.BO";"527.549987792969";"0.003129753425";"Core";NA;"ICICIBANK.BO";"764.750000000000";"0.002518914689";"Core";NA;"ICICIBANK.BO";"903.000000000000";"0.002475238637";"Core";NA;"ICICIBANK.BO";"1001.250000000000";"0.002919440314";"Core"
"2018-01-04";"INDUSINDBK.BO";"1646.300048828120";"0.000714614926";"Core";NA;"INDUSINDBK.BO";"1594.349975585940";"0.000799489870";"Core";NA;"INDUSINDBK.BO";"1484.599975585940";"0.001050759961";"Core";NA;"INDUSINDBK.BO";"900.000000000000";"0.001834557090";"Core";NA;"INDUSINDBK.BO";"912.400024414062";"0.002111288861";"Core";NA;"INDUSINDBK.BO";"1226.699951171880";"0.001822075958";"Core";NA;"INDUSINDBK.BO";"1600.300048828120";"0.016439296209";"Growth"
"2018-01-04";"INFY.BO";"507.649993896484";"0.006566203828";"Value";NA;"INFY.BO";"664.650024414062";"0.006566203828";"Value";NA;"INFY.BO";"736.900024414062";"0.006566203828";"Value";NA;"INFY.BO";"1260.400024414060";"0.006566203828";"Value";NA;"INFY.BO";"1897.150024414060";"0.006566203828";"Value";NA;"INFY.BO";"1524.300048828120";"0.006566203828";"Value";NA;"INFY.BO";"1551.250000000000";"0.006566203828";"Value"
"2018-01-04";"ITC.BO";"260.649993896484";"0.004513602976";"Core";NA;"ITC.BO";"282.850006103516";"0.004506510965";"Core";NA;"ITC.BO";"238.149993896484";"0.006550318088";"Core";NA;"ITC.BO";"213.850006103516";"0.007720838598";"Core";NA;"ITC.BO";"219.149993896484";"0.008790052758";"Core";NA;"ITC.BO";"332.750000000000";"0.006717176526";"Core";NA;"ITC.BO";"467.250000000000";"0.056303491763";"Growth"
"2018-01-04";"JSWSTEEL.BO";"276.899993896484";"0.030954961215";"Growth";NA;"JSWSTEEL.BO";"303.549987792969";"0.030594160514";"Growth";NA;"JSWSTEEL.BO";"268.200012207031";"0.005816398739";"Core";NA;"JSWSTEEL.BO";"389.549987792969";"0.004238483976";"Core";NA;"JSWSTEEL.BO";"667.099975585938";"0.043314497347";"Growth";NA;"JSWSTEEL.BO";"774.799987792969";"0.002884796753";"Core";NA;"JSWSTEEL.BO";"877.349975585938";"0.003331725874";"Core"
"2018-01-04";"KOTAKBANK.BO";"1000.299987792970";"0.001176117767";"Core";NA;"KOTAKBANK.BO";"1251.349975585940";"0.001018633219";"Core";NA;"KOTAKBANK.BO";"1674.599975585940";"0.006786940166";"Growth";NA;"KOTAKBANK.BO";"1994.300048828120";"0.009438176446";"Growth";NA;"KOTAKBANK.BO";"1823.949951171880";"0.001056136440";"Core";NA;"KOTAKBANK.BO";"1825.849975585940";"0.001224164372";"Core";NA;"KOTAKBANK.BO";"1910.900024414060";"0.001529692593";"Core"
"2018-01-04";"LT.BO";"1315.400024414060";"0.000894382368";"Core";NA;"LT.BO";"1441.750000000000";"0.000884110736";"Core";NA;"LT.BO";"1310.099975585940";"0.001190716924";"Core";NA;"LT.BO";"1296.750000000000";"0.001273261138";"Core";NA;"LT.BO";"1922.099975585940";"0.001002205938";"Core";NA;"LT.BO";"2088.800048828120";"0.001070059573";"Core";NA;"LT.BO";"3522.350097656250";"0.007468822178";"Growth"
"2018-01-04";"M.M.BO";"755.000000000000";"0.001558239190";"Core";NA;"M.M.BO";"773.599975585938";"0.001647707723";"Core";NA;"M.M.BO";"536.599975585938";"0.002907115698";"Core";NA;"M.M.BO";"732.900024414062";"0.002252833028";"Core";NA;"M.M.BO";"829.700012207031";"0.002321730722";"Core";NA;"M.M.BO";"1262.900024414060";"0.015928627772";"Growth";NA;"M.M.BO";"1703.599975585940";"0.015442478812";"Growth"
"2018-01-04";"MARUTI.BO";"9382.250000000000";"0.000913579213";"Growth";NA;"MARUTI.BO";"7477.600097656250";"0.000170464673";"Core";NA;"MARUTI.BO";"7311.850097656250";"0.000213346580";"Core";NA;"MARUTI.BO";"7691.600097656250";"0.000214662926";"Core";NA;"MARUTI.BO";"7519.700195312500";"0.000256172448";"Core";NA;"MARUTI.BO";"8406.650390625000";"0.000265877655";"Core";NA;"MARUTI.BO";"10281.750000000000";"0.000284298842";"Core"
"2018-01-04";"NESTLEIND.BO";"787.020019531250";"0.001494842010";"Core";NA;"NESTLEIND.BO";"1106.189941406250";"0.008395354815";"Growth";NA;"NESTLEIND.BO";"1477.790039062500";"0.007690815025";"Growth";NA;"NESTLEIND.BO";"1845.104980468750";"0.010201346777";"Growth";NA;"NESTLEIND.BO";"1967.099975585940";"0.000979279158";"Core";NA;"NESTLEIND.BO";"1956.395019531250";"0.001142479135";"Core";NA;"NESTLEIND.BO";"2736.534912109380";"0.001068171870";"Core"
"2018-01-04";"NTPC.BO";"147.499404907227";"0.007976103964";"Core";NA;"NTPC.BO";"123.582839965820";"0.010314268990";"Core";NA;"NTPC.BO";"121.500000000000";"0.012839162245";"Core";NA;"NTPC.BO";"99.000000000000";"0.016677791730";"Core";NA;"NTPC.BO";"126.000000000000";"0.015288412763";"Core";NA;"NTPC.BO";"168.000000000000";"0.119739669062";"Growth";NA;"NTPC.BO";"309.500000000000";"0.085000990392";"Growth"
"2018-01-04";"POWERGRID.BO";"112.753128051758";"0.010434039468";"Core";NA;"POWERGRID.BO";"112.443748474121";"0.011336038431";"Core";NA;"POWERGRID.BO";"109.940628051758";"0.014189096792";"Core";NA;"POWERGRID.BO";"106.565628051758";"0.015493751705";"Core";NA;"POWERGRID.BO";"153.675003051758";"0.012535155165";"Core";NA;"POWERGRID.BO";"161.324996948242";"0.013854892493";"Core";NA;"POWERGRID.BO";"237.750000000000";"0.012294803845";"Core"
"2018-01-04";"RELIANCE.BO";"460.125000000000";"0.018628478286";"Growth";NA;"RELIANCE.BO";"560.674987792969";"0.016563708481";"Growth";NA;"RELIANCE.BO";"754.849975585938";"0.015056514809";"Growth";NA;"RELIANCE.BO";"993.575012207031";"0.001661778286";"Core";NA;"RELIANCE.BO";"1202.175048828120";"0.001602378963";"Core";NA;"RELIANCE.BO";"1287.574951171880";"0.001735930392";"Core";NA;"RELIANCE.BO";"1294.925048828120";"0.002257342706";"Core"
"2018-01-04";"SBIN.BO";"308.049987792969";"0.003819089871";"Core";NA;"SBIN.BO";"299.350006103516";"0.004258114675";"Core";NA;"SBIN.BO";"334.350006103516";"0.004665644338";"Core";NA;"SBIN.BO";"279.350006103516";"0.005910511348";"Core";NA;"SBIN.BO";"470.850006103516";"0.004091196736";"Core";NA;"SBIN.BO";"612.250000000000";"0.032856291388";"Growth";NA;"SBIN.BO";"641.950012207031";"0.004553453631";"Core"
"2018-01-04";"SUNPHARMA.BO";"581.000000000000";"0.005737234653";"Value";NA;"SUNPHARMA.BO";"433.100006103516";"0.005737234653";"Value";NA;"SUNPHARMA.BO";"434.200012207031";"0.005737234653";"Value";NA;"SUNPHARMA.BO";"596.099975585938";"0.005737234653";"Value";NA;"SUNPHARMA.BO";"848.250000000000";"0.005737234653";"Value";NA;"SUNPHARMA.BO";"997.099975585938";"0.005737234653";"Value";NA;"SUNPHARMA.BO";"1259.900024414060";"0.005737234653";"Value"
"2018-01-04";"TATAMOTORS.BO";"429.700012207031";"0.007757349869";"Value";NA;"TATAMOTORS.BO";"173.600006103516";"0.007757349869";"Value";NA;"TATAMOTORS.BO";"184.399993896484";"0.007757349869";"Value";NA;"TATAMOTORS.BO";"186.449996948242";"0.007757349869";"Value";NA;"TATAMOTORS.BO";"497.450012207031";"0.007757349869";"Value";NA;"TATAMOTORS.BO";"394.799987792969";"0.007757349869";"Value";NA;"TATAMOTORS.BO";"790.500000000000";"0.007757349869";"Value"
