"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2016-01-04";"ASIANPAINT.BO";"880.650024414062";"0.009733070271";"Growth";"2017-01-02";"ASIANPAINT.BO";"903.549987792969";"0.001343669921";"Core";"2018-01-01";"ASIANPAINT.BO";"1146.500000000000";"0.001668706468";"Core";"2019-01-01";"ASIANPAINT.BO";"1371.849975585940";"0.001713682277";"Core";"2020-01-01";"ASIANPAINT.BO";"1793.750000000000";"0.012915839740";"Growth";"2021-01-01";"ASIANPAINT.BO";"2775.000000000000";"0.011740780922";"Growth";"2022-01-03";"ASIANPAINT.BO";"3421.850097656250";"0.001212713062";"Core";"2023-01-02";"ASIANPAINT.BO";"3046.350097656250";"0.001319807683";"Core";"2024-01-01";"ASIANPAINT.BO";"3394.550048828120";"0.001389183153";"Core"
"2016-01-04";"ADANIPORTS.BO";"257.700012207031";"0.004565271760";"Core";NA;"ADANIPORTS.BO";"273.750000000000";"0.004434969647";"Core";NA;"ADANIPORTS.BO";"400.399993896484";"0.004778151835";"Core";NA;"ADANIPORTS.BO";"388.799987792969";"0.006046592243";"Core";NA;"ADANIPORTS.BO";"377.649993896484";"0.008420210401";"Core";NA;"ADANIPORTS.BO";"503.500000000000";"0.007189819499";"Core";NA;"ADANIPORTS.BO";"736.400024414062";"0.005635146895";"Core";NA;"ADANIPORTS.BO";"822.400024414062";"0.004888857182";"Core";NA;"ADANIPORTS.BO";"1048.050048828120";"0.004499452813";"Core"
"2016-01-04";"AXISBANK.BO";"439.250000000000";"0.019513781608";"Growth";NA;"AXISBANK.BO";"446.700012207031";"0.002717870848";"Core";NA;"AXISBANK.BO";"564.849975585938";"0.003387044434";"Core";NA;"AXISBANK.BO";"627.500000000000";"0.003746478072";"Core";NA;"AXISBANK.BO";"748.900024414062";"0.004246083994";"Core";NA;"AXISBANK.BO";"623.000000000000";"0.005810712869";"Core";NA;"AXISBANK.BO";"696.299987792969";"0.005959675978";"Core";NA;"AXISBANK.BO";"941.450012207031";"0.004270642321";"Core";NA;"AXISBANK.BO";"1098.050048828120";"0.004294569037";"Core"
"2016-01-04";"BAJFINANCE.BO";"605.340026855469";"0.014159692390";"Growth";NA;"BAJFINANCE.BO";"869.950012207031";"0.015909456098";"Growth";NA;"BAJFINANCE.BO";"1726.199951171880";"0.012634782196";"Growth";NA;"BAJFINANCE.BO";"2656.199951171880";"0.007965603231";"Growth";NA;"BAJFINANCE.BO";"4230.450195312500";"0.005476435477";"Growth";NA;"BAJFINANCE.BO";"5280.250000000000";"0.006170288728";"Growth";NA;"BAJFINANCE.BO";"7222.299804687500";"0.008618561448";"Growth";NA;"BAJFINANCE.BO";"6556.750000000000";"0.000613199568";"Core";NA;"BAJFINANCE.BO";"7298.450195312500";"0.000646116862";"Core"
"2016-01-04";"BAJAJFINSV.BO";"196.345001220703";"0.043654936556";"Growth";NA;"BAJAJFINSV.BO";"294.345001220703";"0.047021119671";"Growth";NA;"BAJAJFINSV.BO";"518.215026855469";"0.042087086015";"Growth";NA;"BAJAJFINSV.BO";"651.280029296875";"0.032487154466";"Growth";NA;"BAJAJFINSV.BO";"937.919982910156";"0.024701240997";"Growth";NA;"BAJAJFINSV.BO";"887.450012207031";"0.004079186509";"Core";NA;"BAJAJFINSV.BO";"1697.380004882810";"0.036671714339";"Growth";NA;"BAJAJFINSV.BO";"1552.400024414060";"0.023309305476";"Growth";NA;"BAJAJFINSV.BO";"1674.250000000000";"0.002816575625";"Core"
"2016-01-04";"BHARTIARTL.BO";"326.600006103516";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"311.000000000000";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"528.150024414062";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"319.549987792969";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"453.299987792969";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"515.099975585938";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"691.200012207031";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"813.599975585938";"0.010206164333";"Value";NA;"BHARTIARTL.BO";"1013.049987792970";"0.010206164333";"Value"
"2016-01-04";"HCLTECH.BO";"422.899993896484";"0.002781912048";"Core";NA;"HCLTECH.BO";"414.649993896484";"0.002927946362";"Core";NA;"HCLTECH.BO";"440.500000000000";"0.004343182669";"Core";NA;"HCLTECH.BO";"481.000000000000";"0.004887557152";"Core";NA;"HCLTECH.BO";"571.849975585938";"0.005560710925";"Core";NA;"HCLTECH.BO";"950.400024414062";"0.034281004020";"Growth";NA;"HCLTECH.BO";"1326.250000000000";"0.046933711340";"Growth";NA;"HCLTECH.BO";"1039.199951171880";"0.003868934233";"Core";NA;"HCLTECH.BO";"1483.150024414060";"0.003179483979";"Core"
"2016-01-04";"HDFCBANK.BO";"535.424987792969";"0.002197265005";"Core";NA;"HDFCBANK.BO";"598.650024414062";"0.002028017859";"Core";NA;"HDFCBANK.BO";"928.500000000000";"0.002060497540";"Core";NA;"HDFCBANK.BO";"1073.724975585940";"0.002189494557";"Core";NA;"HDFCBANK.BO";"1279.050048828120";"0.002486136027";"Core";NA;"HDFCBANK.BO";"1424.849975585940";"0.002540670372";"Core";NA;"HDFCBANK.BO";"1519.699951171880";"0.002730619494";"Core";NA;"HDFCBANK.BO";"1629.150024414060";"0.002467910386";"Core";NA;"HDFCBANK.BO";"1700.650024414060";"0.002772852540";"Core"
"2016-01-04";"HINDUNILVR.BO";"857.150024414062";"0.001372537543";"Core";NA;"HINDUNILVR.BO";"824.549987792969";"0.001472406718";"Core";NA;"HINDUNILVR.BO";"1347.250000000000";"0.001420057128";"Core";NA;"HINDUNILVR.BO";"1803.099975585940";"0.011734365925";"Growth";NA;"HINDUNILVR.BO";"1936.750000000000";"0.001641870353";"Core";NA;"HINDUNILVR.BO";"2387.399902343750";"0.001516324984";"Core";NA;"HINDUNILVR.BO";"2362.550048828120";"0.001756459006";"Core";NA;"HINDUNILVR.BO";"2558.500000000000";"0.001571466197";"Core";NA;"HINDUNILVR.BO";"2655.699951171880";"0.001775671886";"Core"
"2016-01-04";"ICICIBANK.BO";"232.318176269531";"0.005064048828";"Core";NA;"ICICIBANK.BO";"228.909088134766";"0.005303734119";"Core";NA;"ICICIBANK.BO";"310.549987792969";"0.006160592629";"Core";NA;"ICICIBANK.BO";"363.649993896484";"0.006464773903";"Core";NA;"ICICIBANK.BO";"536.799987792969";"0.043159068667";"Growth";NA;"ICICIBANK.BO";"527.549987792969";"0.006862049476";"Core";NA;"ICICIBANK.BO";"764.750000000000";"0.005426246892";"Core";NA;"ICICIBANK.BO";"903.000000000000";"0.004452487559";"Core";NA;"ICICIBANK.BO";"1001.250000000000";"0.004709764535";"Core"
"2016-01-04";"INDUSINDBK.BO";"934.450012207031";"0.009172698870";"Growth";NA;"INDUSINDBK.BO";"1087.000000000000";"0.001116902430";"Core";NA;"INDUSINDBK.BO";"1626.250000000000";"0.001176431647";"Core";NA;"INDUSINDBK.BO";"1594.349975585940";"0.001474528821";"Core";NA;"INDUSINDBK.BO";"1484.599975585940";"0.002141918671";"Core";NA;"INDUSINDBK.BO";"900.000000000000";"0.004022304575";"Core";NA;"INDUSINDBK.BO";"912.400024414062";"0.004548139193";"Core";NA;"INDUSINDBK.BO";"1226.699951171880";"0.003277571065";"Core";NA;"INDUSINDBK.BO";"1600.300048828120";"0.044200946041";"Growth"
"2016-01-04";"INFY.BO";"540.299987792969";"0.002177439598";"Core";NA;"INFY.BO";"500.799987792969";"0.002424267114";"Core";NA;"INFY.BO";"517.275024414062";"0.003698558553";"Core";NA;"INFY.BO";"664.650024414062";"0.003537071999";"Core";NA;"INFY.BO";"736.900024414062";"0.004315229069";"Core";NA;"INFY.BO";"1260.400024414060";"0.025849465588";"Growth";NA;"INFY.BO";"1897.150024414060";"0.002187345364";"Core";NA;"INFY.BO";"1524.300048828120";"0.002637667216";"Core";NA;"INFY.BO";"1551.250000000000";"0.003039904426";"Core"
"2016-01-04";"ITC.BO";"216.566665649414";"0.015391719327";"Value";NA;"ITC.BO";"241.199996948242";"0.015391719327";"Value";NA;"ITC.BO";"262.950012207031";"0.015391719327";"Value";NA;"ITC.BO";"282.850006103516";"0.015391719327";"Value";NA;"ITC.BO";"238.149993896484";"0.015391719327";"Value";NA;"ITC.BO";"213.850006103516";"0.015391719327";"Value";NA;"ITC.BO";"219.149993896484";"0.015391719327";"Value";NA;"ITC.BO";"332.750000000000";"0.015391719327";"Value";NA;"ITC.BO";"467.250000000000";"0.015391719327";"Value"
"2016-01-04";"JSWSTEEL.BO";"104.699996948242";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"163.425003051758";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"265.799987792969";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"303.549987792969";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"268.200012207031";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"389.549987792969";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"667.099975585938";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"774.799987792969";"0.031836995516";"Value";NA;"JSWSTEEL.BO";"877.349975585938";"0.031836995516";"Value"
"2016-01-04";"KOTAKBANK.BO";"705.400024414062";"0.012151160015";"Growth";NA;"KOTAKBANK.BO";"714.049987792969";"0.001700263233";"Core";NA;"KOTAKBANK.BO";"1001.650024414060";"0.001910020385";"Core";NA;"KOTAKBANK.BO";"1251.349975585940";"0.001878703030";"Core";NA;"KOTAKBANK.BO";"1674.599975585940";"0.013834818985";"Growth";NA;"KOTAKBANK.BO";"1994.300048828120";"0.016336893276";"Growth";NA;"KOTAKBANK.BO";"1823.949951171880";"0.002275129484";"Core";NA;"KOTAKBANK.BO";"1825.849975585940";"0.002202040868";"Core";NA;"KOTAKBANK.BO";"1910.900024414060";"0.002467764760";"Core"
"2016-01-04";"LT.BO";"836.900024414062";"0.003982952845";"Value";NA;"LT.BO";"907.200012207031";"0.003982952845";"Value";NA;"LT.BO";"1261.800048828120";"0.003982952845";"Value";NA;"LT.BO";"1441.750000000000";"0.003982952845";"Value";NA;"LT.BO";"1310.099975585940";"0.003982952845";"Value";NA;"LT.BO";"1296.750000000000";"0.003982952845";"Value";NA;"LT.BO";"1922.099975585940";"0.003982952845";"Value";NA;"LT.BO";"2088.800048828120";"0.003982952845";"Value";NA;"LT.BO";"3522.350097656250";"0.003982952845";"Value"
"2016-01-04";"M.M.BO";"622.099975585938";"0.001891127848";"Core";NA;"M.M.BO";"612.450012207031";"0.001982321686";"Core";NA;"M.M.BO";"745.500000000000";"0.002566293717";"Core";NA;"M.M.BO";"773.599975585938";"0.003038928470";"Core";NA;"M.M.BO";"536.599975585938";"0.005926001773";"Core";NA;"M.M.BO";"732.900024414062";"0.004939383268";"Core";NA;"M.M.BO";"829.700012207031";"0.005001473123";"Core";NA;"M.M.BO";"1262.900024414060";"0.028652597743";"Growth";NA;"M.M.BO";"1703.599975585940";"0.041520766096";"Growth"
