"","2 Y 2015-08-28 to 2017-09-02","2 Y 2015-09-28 to 2017-10-03","2 Y 2015-10-28 to 2017-11-02","2 Y 2015-11-30 to 2017-12-03","2 Y 2015-12-29 to 2018-01-02","2 Y 2016-01-28 to 2018-02-02","2 Y 2016-02-29 to 2018-03-05","2 Y 2016-03-28 to 2018-04-02","2 Y 2016-04-28 to 2018-05-03","2 Y 2016-05-30 to 2018-06-02","2 Y 2016-06-28 to 2018-07-03","2 Y 2016-07-28 to 2018-08-02","2 Y 2016-08-29 to 2018-09-02","2 Y 2016-09-28 to 2018-10-03","2 Y 2016-10-28 to 2018-11-02","2 Y 2016-11-28 to 2018-12-03","2 Y 2016-12-28 to 2019-01-02","2 Y 2017-01-30 to 2019-02-02","2 Y 2017-02-28 to 2019-03-05","2 Y 2017-03-28 to 2019-04-02","2 Y 2017-04-28 to 2019-05-03","2 Y 2017-05-29 to 2019-06-02","2 Y 2017-06-28 to 2019-07-03","2 Y 2017-07-28 to 2019-08-02","2 Y 2017-08-28 to 2019-09-02","2 Y 2017-09-28 to 2019-10-03","2 Y 2017-10-30 to 2019-11-02","2 Y 2017-11-28 to 2019-12-03","2 Y 2017-12-28 to 2020-01-02","2 Y 2018-01-29 to 2020-02-02","2 Y 2018-02-28 to 2020-03-04","2 Y 2018-03-28 to 2020-04-02","2 Y 2018-04-30 to 2020-05-03","2 Y 2018-05-28 to 2020-06-02","2 Y 2018-06-28 to 2020-07-03","2 Y 2018-07-30 to 2020-08-02","2 Y 2018-08-28 to 2020-09-02","2 Y 2018-09-28 to 2020-10-03","2 Y 2018-10-29 to 2020-11-02","2 Y 2018-11-28 to 2020-12-03","2 Y 2018-12-28 to 2021-01-02","2 Y 2019-01-28 to 2021-02-02","2 Y 2019-02-28 to 2021-03-05","2 Y 2019-03-28 to 2021-04-02","2 Y 2019-04-29 to 2021-05-03","2 Y 2019-05-28 to 2021-06-02","2 Y 2019-06-28 to 2021-07-03","2 Y 2019-07-29 to 2021-08-02","2 Y 2019-08-28 to 2021-09-02","2 Y 2019-09-30 to 2021-10-03","2 Y 2019-10-28 to 2021-11-02","2 Y 2019-11-28 to 2021-12-03","2 Y 2019-12-30 to 2022-01-02","2 Y 2020-01-28 to 2022-02-02","2 Y 2020-02-28 to 2022-03-05","2 Y 2020-03-30 to 2022-04-02","2 Y 2020-04-28 to 2022-05-03","2 Y 2020-05-28 to 2022-06-02","2 Y 2020-06-29 to 2022-07-03","2 Y 2020-07-28 to 2022-08-02","2 Y 2020-08-28 to 2022-09-02"
"P Information Ratio",1.44,0.8,1.95,1.17,1.85,1.66,1.52,0.09,-0.16,1.91,0.16,-0.03,-0.39,-0.39,0.14,0.27,0.42,0.29,0.3,0.15,1.27,0.92,0.9,-0.15,1.37,0.99,0.84,0.28,1.45,0.58,0.72,0.94,0.34,0.51,0.89,1.32,1.27,1.4,1.11,-0.1,-0.25,-0.54,0.26,0.14,0.39,0.48,0.02,-0.02,0.34,0.52,0.24,0.36,0.55,1.03,1.6,2.59,2.06,1.41,0.16,0.43,-0.27
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",3.28,1.87,3.24,1.6,2.29,2.99,1.62,-0.05,0.01,2.88,0.21,-0.29,-0.25,-0.12,0.72,0.41,0.34,0.18,0.36,0.07,2.19,2.26,1.29,0.17,0.8,0.93,0.91,0.49,1.25,0.66,0.81,0.31,0.06,0.1,0.69,1.02,2.52,2.44,2.32,-0.41,-1,-0.79,0.13,0.05,0.96,0.53,0.47,0.14,0.2,0.25,-0.04,0.61,0.45,1.15,1.23,2.2,2.08,1.93,0.48,0.45,-0.04
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.85,1.43,1.36,0.9,0.53,0.97,0.52,0.99,0.75,1.12,0.93,1.31,1.03,0.38,0.21,0.22,0.16,0.49,0.86,1.15,1.81,1.89,1.82,0.52,0.83,0.52,0.5,0.29,0.61,0.36,0.22,0.93,0.87,0.9,0.79,0.8,0.85,0.75,1.36,1.68,1.82,1.47,0.89,0.94,0.81,1.64,1.45,1.74,1.61,1.42,1.33,1.12,0.82,1,1.4,1.83,1.31,1.35,0.57,0.82,0.81
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",12.47,5.35,10.72,4.38,1.52,-1.14,2.96,27.06,25.13,2.45,39.37,46.49,38.81,2.61,-2.22,-2.15,-3.6,14.92,62,69.67,47.64,44.3,46.96,30.63,69.7,26.7,13.91,5.45,29.9,19.99,0.57,72.48,78.21,93.55,83.12,65.1,27.17,24.02,50.55,85.18,77.68,83.77,76.84,76.76,29.45,66.07,78.17,69.25,64.76,69.22,84.47,44.94,81,68.17,64.74,41.73,30.15,29.32,21.04,65.1,40.21
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-22.4867,-27.6896,-16.0115,-18.6958,-9.0666,-14.5872,-8.3643,-10.7566,-9.4325,-27.5493,-10.4764,-13.4783,-12.0075,-11.9042,-10.8487,-12.6173,-14.0612,-13.6449,-21.0225,-21.5284,-27.8516,-29.2624,-27.5563,-15.1738,-15.1819,-10.3495,-14.1049,-15.7576,-11.3164,-9.6006,-13.9919,-35.5866,-33.1311,-29.5258,-30.0364,-31.2284,-28.3694,-23.5738,-38.9153,-53.0591,-57.6693,-44.2348,-29.1478,-31.2205,-25.3952,-48.2199,-42.368,-51.3104,-49.833,-44.9806,-42.9885,-32.4805,-31.0372,-34.6939,-35.3007,-15.8959,-18.0713,-17.5681,-10.8922,-10.1549,-17.3649
"B Max Drawdown",-15.2268,-15.2268,-13.6512,-13.4415,-10.873,-6.3052,-8.6427,-8.6428,-8.6428,-8.6428,-8.6428,-8.6428,-8.6428,-8.6428,-10.8629,-10.8629,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4447,-13.4446,-13.4446,-13.4446,-13.4447,-13.4446,-13.4446,-13.4446,-13.4446,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-31.3526,-7.7678,-7.7678,-10.2681,-14.7947,-16.7839,-16.7839
"MD DIFF(P-B)",-7.2599,-12.4628,-2.3603,-5.2543,1.8064,-8.282,0.2784,-2.1138,-0.7897,-18.9065,-1.8336,-4.8355,-3.3647,-3.2614,0.0142000000000007,-1.7544,-0.6166,-0.2003,-7.5779,-8.0838,-14.407,-15.8178,-14.1116,-1.7292,-1.7373,3.0951,-0.660200000000001,-2.313,2.1282,3.844,-0.5473,0.139900000000004,2.5954,6.2007,5.6901,4.4981,7.3571,12.1527,-3.1888,-17.3326,-21.9428,-8.5083,6.5787,4.506,10.3313,-12.4934,-6.6415,-15.5839,-14.1065,-9.2541,-7.262,3.246,4.6893,1.0326,-3.9481,-8.1281,-10.3035,-7.3,3.9025,6.629,-0.581
